N,X,Y,Z
73010526,784.7513,-732.588,555.8045
73010564,816.8911,-727.143,558.3528
73010572,840.717,-732.994,559.9613
73010596,803.7413,-723.792,543.3249
73010598,840.635,-728.447,582.6714
73010599,777.8603,-724.701,551.3654
73010604,819.0058,-728.724,573.4238
73010606,846.6229,-727.876,574.9132
73010608,765.0533,-724.674,572.1288
73010613,803.7904,-727.896,565.0362
73010617,792.7259,-726.784,559.0462
73010620,797.9506,-724.255,545.1152
73010621,810.3561,-727.057,557.6417
73010622,843.7811,-727.445,568.2394
73010625,809.5826,-723.624,542.9909
73010636,816.3263,-729.712,539.4878
73010637,836.5395,-726.53,559.291
73010638,853.9191,-727.2,574.1017
73010643,838.4936,-725.592,555.5579
73010653,805.1022,-721.433,536.0996
73010655,790.0765,-724.767,548.1052
73010661,838.7414,-727.767,568.115
73010662,842.0977,-726.026,558.8603
73010667,816.6877,-721.969,538.6612
73010672,770.4484,-725.4,572.4127
73010683,772.5469,-725.637,565.4203
73010685,802.7932,-728.234,579.0217
73010691,827.4536,-728.266,568.2115
73010692,842.3218,-728.066,573.5187
73010694,797.0187,-725.565,550.756
73010696,825.1682,-728.748,574.5609
73010705,823.0333,-728.814,580.8906
73010706,856.5876,-727.231,578.3271
73010708,831.2017,-728.68,575.7164
73010713,770.7711,-725.255,576.4295
73010715,819.8319,-723.681,544.2587
73010718,822.7945,-722.647,541.5241
73010727,845.9289,-734.997,580.3695
73010734,840.9041,-728.392,578.2916
73010751,851.7043,-727.726,579.9921
73010758,842.0493,-733.278,577.3953
73010759,842.4749,-736.808,576.6429
73010765,841.7905,-735.327,579.5787
73010775,846.6042,-736.476,577.4277
73010790,846.1831,-732.95,578.1875
73010791,845.9356,-728.133,579.3425
73010795,795.7729,-728.984,536.118
73010796,799.2782,-723.06,540.8564
73010824,799.2996,-727.785,539.7203
73010827,799.7274,-731.311,538.9538
73010833,799.9113,-728.654,536.9087
73010834,795.5979,-731.641,538.1695
73010841,795.1662,-728.115,538.9275
73010844,794.1754,-722.772,540.0632
73010846,782.8586,-733.292,573.0296
73010847,777.8961,-726.314,570.9344
73010850,778.979,-731.573,570.0554
73010852,779.4046,-735.103,569.3031
73010856,778.7203,-733.623,572.2388
73010857,783.5339,-734.772,570.0879
73010860,783.1128,-731.245,570.8476
73010861,782.7462,-726.811,572.0343
73010863,765.1202,-724.724,565.1639
73010868,792.7332,-727.394,565.2666
73010870,809.5856,-728.053,565.1812
73010873,787.5099,-727.25,571.7367
73010875,787.1009,-727.081,577.7051
73010876,808.742,-728.499,572.2213
73010878,837.9748,-728.236,572.5136
73010880,781.6432,-726.535,564.9248
73010881,798.1461,-727.676,565.0978
73010887,815.4339,-728.159,565.6813
73010890,791.8267,-725.947,553.7241
73010893,831.4033,-726.206,556.1582
73010900,788.0491,-726.541,559.2542
73010903,776.0957,-725.787,561.4235
73010905,835.3951,-728.644,582.1271
73010907,762.0027,-724.32,568.6102
73010909,834.0195,-724.94,551.5649
73010911,768.2496,-725.172,568.3851
73010913,845.5638,-726.372,562.1634
73010916,792.6473,-723.694,543.3905
73010919,788.8948,-722.565,539.7508
73010920,780.7728,-725.485,554.9785
73010921,819.853,-728.512,543.0901
73010922,847.9281,-727.319,569.9224
73010924,787.4411,-727.032,565.2659
73010925,792.5991,-727.653,571.7588
73010930,836.0884,-727.381,564.0624
73010931,792.2031,-727.522,578.1216
73010934,771.7946,-725.045,557.8811
73010935,778.8113,-725.652,557.4748
73010937,774.9598,-724.94,554.4693
73010941,839.712,-734.04,565.6556
73011012,785.8061,-732.502,551.0726
73011013,785.3441,-733.409,553.3746
73011015,787.8176,-732.947,553.4563
73011021,781.8843,-731.893,553.6571
73011078,768.4283,-724.975,561.5387
73011467,776.7607,-725.997,576.8886
73011468,759.2654,-723.828,571.6619
73011476,760.5833,-723.803,575.6652
73011479,765.3829,-724.516,576.0231
73011480,797.4352,-727.908,578.5599
73011485,808.3839,-728.15,579.6217
73011493,782.0664,-726.585,577.3033
73011495,798.9668,-721.036,534.7737
73011497,810.9015,-721.737,537.3723
73011502,828.6176,-723.978,546.8203
73011509,792.3708,-721.513,536.2477
73011511,784.0072,-726.022,557.2849
73011512,785.0938,-723.518,543.7168
73011513,781.2446,-724.251,547.7705
73011570,858.6593,-727.186,584.5879
73011613,848.7847,-726.745,566.1574
73011774,851.0021,-727.002,569.5531
73011775,849.1972,-734.433,569.0389
73011776,843.6702,-733.169,562.9607
73011781,840.3636,-734.743,562.5401
73011785,837.2158,-733.842,562.7313
73011792,846.0519,-728.165,583.243
73011794,852.224,-734.66,573.7422
73011795,851.9816,-727.761,583.8746
73011797,829.6825,-728.773,581.5467
73011799,814.7963,-728.347,580.2111
73011805,803.2994,-728.288,572.0392
73011806,813.9386,-728.621,572.2192
73011808,812.1201,-732.804,547.3069
73011813,819.4389,-732.553,548.6104
