M,type,N1,N2,N3,N4
73006660,QUAD,73010924,73010900,73011511,73010880.0
73006661,QUAD,73010924,73010873,73010925,73010868.0
73006663,QUAD,73010873,73010875,73010931,73010925.0
73006664,QUAD,73010903,73010935,73010937,73010934.0
73006687,QUAD,73010941,73011781,73011876,73010661.0
73006743,QUAD,73011012,73011013,73011885,73011819.0
73006744,QUAD,73011013,73011021,73010920,73011885.0
73006745,QUAD,73010922,73011824,73011794,73011775.0
73006746,QUAD,73011015,73011013,73011885,73011821.0
73006747,QUAD,73011785,73010930,73011876,73011781.0
73006748,QUAD,73011781,73011876,73011822,73011776.0
73006749,QUAD,73010921,73011816,73011818,73011829.0
73006750,QUAD,73010921,73011829,73010636,73011817.0
73006751,TRIA,73011485,73011799,73011861,
73006752,TRIA,73011816,73010921,73011817,
73006753,QUAD,73011876,73011823,73010572,73011781.0
73006754,QUAD,73011885,73011013,73010526,73011511.0
73006755,TRIA,73010861,73010880,73010847,
73006756,TRIA,73010920,73011885,73011819,
73006757,QUAD,73010911,73010672,73010847,73010683.0
73006758,QUAD,73010920,73010935,73011511,73011885.0
73006759,QUAD,73011511,73010900,73011821,73011885.0
73006760,QUAD,73012553,73012520,73011860,73010694.0
73006761,QUAD,73010596,73011860,73011835,73010625.0
73006762,QUAD,73010613,73010870,73010621,73012520.0
73006763,QUAD,73010870,73010887,73010564,73010621.0
73006764,QUAD,73012520,73010621,73011835,73011860.0
73006765,QUAD,73011493,73010875,73010873,73010861.0
73006766,QUAD,73010887,73012653,73012663,73010564.0
73006767,QUAD,73012574,73011835,73011838,73010715.0
73006768,QUAD,73012653,73010691,73012681,73012663.0
73006769,QUAD,73010870,73010876,73011806,73010887.0
73006770,QUAD,73010893,73012666,73012663,73012681.0
73006771,QUAD,73010893,73010909,73011502,73012666.0
73006772,QUAD,73010691,73012686,73010930,73012681.0
73006773,QUAD,73010876,73011485,73011861,73011806.0
73006774,QUAD,73010637,73011823,73010662,73010643.0
73006775,QUAD,73010691,73012653,73010604,73010696.0
73006776,QUAD,73011823,73010637,73010930,73011876.0
73006777,QUAD,73011822,73010622,73011613,73010913.0
73006778,QUAD,73010692,73010606,73010922,73010622.0
73006779,QUAD,73011774,73010922,73011824,73010638.0
