M,type,N1,N2,N3,N4
186,QUAD,147,115,76,157.0
187,QUAD,139,33,151,11.0
188,QUAD,152,19742,165,79.0
189,QUAD,64,19868,19468,66.0
190,QUAD,139,25,162,33.0
191,TRIA,33,162,19873,
192,QUAD,137,32,112,19873.0
193,TRIA,154,49,138,
194,QUAD,131,138,49,19803.0
195,QUAD,1023,123,208,175.0
196,QUAD,167,6237,175,19465.0
197,TRIA,19530,174,86,
198,QUAD,18412,173,174,19530.0
199,TRIA,19108,141,19086,
200,QUAD,19108,27,145,141.0
203,QUAD,57,61,19867,19513.0
204,TRIA,129,140,143,
205,QUAD,123,1023,1025,143.0
206,QUAD,1,89,19742,168.0
207,QUAD,60,134,145,27.0
208,QUAD,50,19863,170,19870.0
209,QUAD,170,19833,172,171.0
210,QUAD,19867,171,172,125.0
211,QUAD,18403,198,19477,122.0
212,QUAD,35,213,115,147.0
213,QUAD,219,169,197,19817.0
214,QUAD,19560,132,17050,15884.0
215,QUAD,135,152,79,71.0
216,QUAD,71,207,19802,135.0
217,QUAD,19542,143,140,19700.0
218,QUAD,105,94,19787,19817.0
220,QUAD,51,18299,19919,53.0
221,QUAD,172,19833,19825,169.0
222,QUAD,79,165,164,13.0
224,QUAD,151,155,154,11.0
226,QUAD,155,118,156,205.0
227,QUAD,118,19545,8,19470.0
228,TRIA,17,73,988,
229,QUAD,27,19108,161,48.0
230,QUAD,129,143,1025,160.0
231,QUAD,159,46,215,19773.0
232,QUAD,85,158,153,81.0
233,TRIA,212,19615,12586,
234,QUAD,19738,210,211,5.0
235,TRIA,209,19532,19753,
236,TRIA,18309,124,19549,
237,QUAD,6237,167,204,193.0
238,QUAD,193,204,37,19704.0
239,QUAD,19704,37,117,28.0
240,QUAD,28,117,19019,21.0
241,QUAD,19019,74,14,21.0
242,QUAD,92,183,12586,19836.0
243,TRIA,183,92,63,
244,QUAD,12586,183,184,19472.0
245,QUAD,194,105,19817,197.0
246,QUAD,72,217,19789,185.0
247,QUAD,187,19326,55,191.0
248,TRIA,169,19825,197,
249,QUAD,103,211,97,189.0
250,QUAD,187,212,19474,19326.0
251,QUAD,215,46,158,85.0
252,QUAD,188,215,85,75.0
253,QUAD,69,19787,94,190.0
254,QUAD,94,207,71,190.0
255,TRIA,171,19867,61,
256,QUAD,19773,190,71,13.0
257,QUAD,3,199,201,93.0
258,QUAD,201,199,73,17.0
259,QUAD,192,30,19339,206.0
260,QUAD,16,186,199,3.0
261,QUAD,19704,182,19717,193.0
262,TRIA,19553,19528,18403,
263,QUAD,19836,49,205,92.0
264,QUAD,113,19529,19535,195.0
265,QUAD,131,217,72,19807.0
266,QUAD,19086,141,196,42.0
267,QUAD,209,19753,19789,217.0
268,TRIA,15861,216,19560,
269,QUAD,93,201,202,91.0
39281,QUAD,19687,984,19535,19529.0
39282,TRIA,986,19529,19687,
39285,QUAD,19627,6237,38,19629.0
39288,QUAD,18703,19629,38,18858.0
39289,QUAD,988,19687,19529,18862.0
39291,QUAD,18657,36,19629,18703.0
39296,QUAD,19629,34,18631,18703.0
39297,QUAD,1023,34,19629,19627.0
39303,QUAD,18751,26,19629,18703.0
39307,QUAD,26,1025,19627,19629.0
39309,QUAD,2,163,19554,19644.0
39312,QUAD,19534,7,1017,19637.0
39314,TRIA,19552,19673,19563,
39318,TRIA,18410,18403,19528,
39337,QUAD,173,13023,19615,174.0
39339,TRIA,19530,18412,19521,
39340,QUAD,19615,174,114,13021.0
39341,QUAD,13021,19836,12586,19615.0
39342,TRIA,148,19519,142,
39345,QUAD,19464,19465,175,208.0
39353,QUAD,19700,192,206,19542.0
39383,QUAD,21,19,44,28.0
39386,QUAD,120,19700,140,19554.0
39388,QUAD,100,181,19139,19137.0
39395,QUAD,6237,193,19717,3894.0
39400,QUAD,1025,19627,3894,180.0
39408,QUAD,163,19738,5,23.0
39413,QUAD,986,186,44,19.0
39424,QUAD,2,19743,19738,163.0
39426,QUAD,19,984,19687,986.0
39432,QUAD,1,168,2,19644.0
39434,QUAD,210,19753,97,211.0
39436,QUAD,2,168,19754,19743.0
39439,QUAD,19742,89,83,165.0
39440,QUAD,984,48,70,19687.0
39441,QUAD,210,19738,19743,19774.0
39455,QUAD,68,988,19687,70.0
39457,QUAD,164,93,91,159.0
39465,QUAD,19781,19774,19743,19754.0
39475,QUAD,19802,185,19781,135.0
39476,QUAD,19753,210,19774,19789.0
39481,QUAD,17,988,68,19793.0
39483,QUAD,19781,185,19789,19774.0
39486,QUAD,13021,19615,13023,87.0
39492,QUAD,72,185,19802,19811.0
39493,QUAD,19116,19136,19793,68.0
39496,QUAD,19532,209,19803,19533.0
39499,QUAD,91,202,203,19805.0
39505,TRIA,19836,13021,19533,
39506,QUAD,19820,19807,72,19811.0
39509,QUAD,203,200,19119,19805.0
39515,QUAD,19787,69,188,218.0
39517,QUAD,207,105,19811,19802.0
39521,QUAD,11,154,138,119.0
39526,QUAD,119,19807,19820,146.0
39527,QUAD,19811,105,194,19820.0
39539,QUAD,19829,19863,25,146.0
39541,QUAD,19673,19552,19815,96.0
39545,QUAD,19829,109,19825,19833.0
39554,QUAD,19673,96,116,177.0
39561,QUAD,63,92,156,19471.0
39563,QUAD,19863,50,162,25.0
39570,QUAD,125,172,169,19553.0
39580,QUAD,137,19873,162,50.0
39582,QUAD,19833,170,19863,19829.0
39583,QUAD,66,19545,10,64.0
39588,QUAD,88,15810,19868,64.0
39591,QUAD,19856,151,33,90.0
39596,QUAD,171,61,19870,170.0
39599,TRIA,19867,19515,19513,
39601,QUAD,19870,19879,137,50.0
39612,QUAD,19468,19868,13057,19467.0
39624,QUAD,19879,19870,61,19893.0
39627,QUAD,15810,19889,15838,19605.0
39632,TRIA,13057,19605,13025,
39633,QUAD,76,19889,112,32.0
39634,QUAD,19893,61,57,19511.0
39649,QUAD,104,53,19919,106.0
39659,QUAD,13025,127,19482,19466.0
39676,TRIA,13061,127,130,
39693,QUAD,19510,121,19549,19505.0
39694,QUAD,121,19510,19479,78.0
39698,QUAD,19601,20,19493,19490.0
39701,QUAD,15810,20,19601,19605.0
39702,QUAD,19491,18,19601,19490.0
39708,QUAD,18,15838,19605,19601.0
39709,QUAD,19601,54,19488,19490.0
39710,QUAD,13057,54,19601,19605.0
39717,QUAD,19485,58,19601,19490.0
39719,QUAD,58,13025,19605,19601.0
39734,QUAD,18308,19506,62,56.0
39735,QUAD,18308,56,19602,18309.0
39740,QUAD,45,19602,18309,19509.0
