N,X,Y,Z
1,849.605787,-734.366006,568.770235
2,852.630504,-734.573721,573.481569
3,852.281183,-734.623695,573.711974
4,851.812541,-734.689246,574.021532
5,849.257927,-734.423087,568.998908
6,848.787386,-734.498683,569.3082
7,852.354244,-728.692698,575.234005
8,851.359612,-728.824344,575.893024
9,848.6429,-728.465128,569.443743
10,847.648851,-728.62373,570.097235
11,799.396829,-724.157216,540.169444
12,794.271783,-723.864485,539.355448
13,792.742911,-723.668329,538.795052
14,795.07982,-722.255842,534.458046
15,794.171788,-724.056101,539.991947
16,789.839731,-724.931949,543.485675
17,794.339977,-724.124295,540.210995
18,795.994422,-724.80707,542.481616
19,795.534486,-725.490079,545.059123
20,791.149852,-725.619361,546.062878
21,796.516814,-724.894849,542.767869
22,803.531324,-726.249363,547.681878
23,796.767048,-724.819842,542.48775
24,798.521532,-726.269939,548.005649
25,796.149174,-724.889978,542.769967
26,782.094988,-725.395695,546.896209
27,787.691161,-725.858043,547.698812
28,789.733706,-726.551048,550.605134
29,785.496203,-726.567838,551.862869
30,845.204819,-727.984328,563.952853
31,843.178844,-728.100615,563.655589
32,840.145979,-728.236534,563.100876
33,840.50098,-727.863185,561.087563
34,829.914999,-726.869017,553.053704
35,836.416944,-726.527925,553.420921
36,826.690013,-728.369102,559.564303
37,840.087386,-727.018581,556.739894
38,839.713338,-727.895146,560.944262
39,839.185435,-728.434213,563.930528
40,836.369881,-728.533098,563.421988
41,771.582836,-726.823872,571.679959
42,769.018368,-726.497181,571.547235
43,764.875207,-725.95524,570.668941
44,768.243293,-726.393568,571.584935
45,768.251116,-726.417582,570.486717
46,769.021582,-726.51886,570.446134
47,788.119632,-727.140758,554.394054
48,800.537614,-728.442361,559.592411
49,788.095323,-727.263784,555.196703
50,802.029902,-727.51968,553.614088
51,795.448065,-726.827894,550.907814
52,781.187122,-727.899074,569.160698
53,780.848269,-727.864262,569.06226
54,785.293816,-728.264272,568.643337
55,773.033924,-726.956797,565.617065
56,774.500893,-726.737812,559.572945
57,783.624247,-727.314399,557.679961
58,786.760852,-728.045299,562.599278
59,783.842705,-728.131347,574.706193
60,779.786974,-727.620728,576.734504
61,777.969567,-727.577626,571.248707
62,783.089021,-728.100474,572.007396
63,811.751714,-729.914148,577.091196
64,809.929878,-729.848214,577.798235
65,809.680814,-729.841905,574.970383
66,846.111411,-729.37738,579.439874
67,844.580702,-729.504049,582.709094
68,841.086467,-729.641452,578.511671
69,814.839719,-724.704305,542.70128
70,817.139729,-723.240653,538.563383
71,819.937458,-724.771526,543.563806
72,810.971638,-726.348263,548.215536
73,814.603391,-726.270014,548.175869
74,814.496559,-726.433173,548.802916
75,815.290356,-726.44847,548.936095
76,815.397173,-726.285075,548.309101
77,817.077395,-725.638606,546.105199
78,814.352018,-728.131622,556.601737
79,816.347387,-726.663547,549.901977
80,816.239627,-726.819152,550.530641
81,813.069227,-726.75595,549.999303
82,813.177096,-726.601307,549.370428
83,852.312768,-728.339651,571.261669
84,850.444451,-728.962793,576.944044
85,851.699933,-728.860866,576.97628
86,851.684247,-728.892729,577.549846
87,850.43018,-728.993683,577.518576
88,854.865064,-728.46224,575.260928
89,853.374663,-728.828027,579.35053
90,765.64911,-725.845902,575.648894
