M,type,N1,N2,N3,N4
73121412,QUAD,73125206,73124995,73125054,73124978.0
73121413,TRIA,73124986,73124982,73125055,
73121414,QUAD,73125055,73125216,73125246,73125253.0
73121415,QUAD,73124978,73125239,73125289,73124976.0
73121416,QUAD,73125191,73125253,73125246,73125290.0
73121417,QUAD,73125183,73125184,73125253,73125191.0
73121418,QUAD,73125284,73125247,73125203,73125192.0
73121419,QUAD,73125182,73125181,73125180,73125179.0
73121454,QUAD,73125187,73125188,73125237,73125234.0
73121457,QUAD,73125242,73125194,73125192,73125283.0
73121464,QUAD,73125283,73125192,73125203,73125243.0
73121505,QUAD,73125195,73125196,73125269,73125280.0
73121506,QUAD,73125222,73125212,73125192,73125194.0
73121507,QUAD,73125212,73125224,73125203,73125192.0
73121508,QUAD,73125200,73125275,73125269,73125196.0
73121509,QUAD,73125196,73125269,73125278,73125204.0
73121510,QUAD,73125198,73125202,73125196,73125193.0
73121511,QUAD,73125288,73125297,73125289,73125239.0
73121512,QUAD,73125195,73125254,73125193,73125196.0
73121513,TRIA,73125116,73125178,73125108,
73121514,TRIA,73125062,73125105,73125177,
73121515,QUAD,73125208,73125228,73125210,73125211.0
73121516,QUAD,73125224,73125243,73125236,73125213.0
73121517,QUAD,73125108,73125178,73125177,73125105.0
73121518,QUAD,73125196,73125193,73125251,73125200.0
73121519,QUAD,73125297,73125298,73125218,73125289.0
73121520,QUAD,73125260,73125289,73125239,73125270.0
73121521,TRIA,73125243,73125224,73125203,
73121522,QUAD,73125250,73125227,73125183,73125184.0
73121523,QUAD,73125197,73125193,73125196,73125204.0
73121524,QUAD,73125269,73125196,73125202,73125273.0
73121525,QUAD,73125232,73125181,73125182,73125229.0
73121526,QUAD,73125261,73125218,73125289,73125260.0
73121527,QUAD,73125294,73125285,73125276,73125223.0
73121528,QUAD,73125233,73125282,73125264,73125265.0
73121529,QUAD,73125282,73125233,73125266,73125267.0
73121530,QUAD,73125270,73125271,73125279,73125260.0
73121531,QUAD,73125188,73125187,73125190,73125189.0
73121532,TRIA,73125187,73125234,73125190,
73121533,QUAD,73125285,73125292,73125291,73125276.0
73121534,QUAD,73125279,73125259,73125261,73125260.0
73121535,QUAD,73125271,73125274,73125293,73125279.0
73121536,QUAD,73125291,73125292,73125293,73125274.0
73121537,QUAD,73125259,73125279,73125293,73125255.0
73121538,TRIA,73125181,73125232,73125180,
73121539,TRIA,73125183,73125227,73125186,
73121540,QUAD,73125186,73125185,73125184,73125183.0
73121541,QUAD,73125292,73125285,73125241,73125252.0
73121542,QUAD,73125285,73125294,73125230,73125241.0
73121543,TRIA,73125182,73125179,73125229,
73121544,TRIA,73125184,73125185,73125250,
73121545,TRIA,73125188,73125189,73125237,
73121546,QUAD,73125220,73125206,73125207,73125214.0
73121547,QUAD,73125255,73125293,73125292,73125252.0
73121548,QUAD,73125215,73125248,73125201,73125226.0
73121549,QUAD,73125062,73125116,73125108,73125105.0
73121550,QUAD,73125300,73125297,73125288,73125238.0
73121551,QUAD,73125217,73125298,73125297,73125300.0
73121552,QUAD,73125262,73125194,73125192,73125221.0
73121553,QUAD,73125221,73125192,73125203,73125263.0
