N,X,Y,Z
1,925.217501,-750.810551,663.941922
2,923.48287,-751.371267,661.781937
3,923.844438,-751.383032,661.568192
4,924.367019,-750.772842,664.442929
5,922.993715,-751.353805,662.070619
6,926.583566,-750.195123,666.308952
7,926.220304,-750.176095,666.52233
8,925.733298,-750.148943,666.808382
9,925.499138,-747.071465,666.829499
10,926.298649,-744.05933,666.243749
11,925.265041,-743.993992,666.8506
12,926.441117,-747.127244,666.276349
13,925.183472,-744.584912,664.309271
14,924.063246,-745.080336,662.369754
15,923.391301,-748.464334,660.996893
16,922.938151,-745.545678,660.425614
17,922.449358,-748.430787,661.552875
18,921.905015,-745.50789,661.035155
19,923.030018,-745.033375,662.978508
20,924.150087,-744.528765,664.917128
21,875.572993,-750.100726,628.230669
22,873.041374,-750.091936,627.643871
23,869.02094,-750.048747,626.371029
24,870.50999,-750.069205,627.056193
25,870.356674,-749.983287,622.462158
26,872.992733,-749.954979,621.832545
27,875.677539,-749.958897,622.370982
28,890.24699,-749.745257,637.415181
29,890.843515,-749.849802,632.642708
30,892.353669,-749.767623,635.052467
31,886.618382,-749.815466,637.254825
32,887.025307,-749.963282,631.225375
33,885.342033,-749.990669,632.355133
34,892.791664,-749.77991,633.087459
35,879.223132,-749.891754,636.263053
36,882.566462,-750.051706,629.932799
37,883.39551,-750.028879,631.785417
38,875.42204,-750.099518,628.879295
39,870.369725,-750.066078,627.713594
40,866.61235,-749.882642,631.749532
41,870.523642,-750.066764,627.952823
42,872.030635,-750.050971,630.420204
43,872.166814,-750.04545,630.729067
44,872.533809,-750.049985,630.750893
45,872.801224,-750.059846,630.476884
46,874.643851,-749.773877,637.148464
47,872.286604,-749.759339,636.601659
48,869.929644,-749.732335,636.054095
49,866.971584,-749.78747,633.780478
50,886.439355,-749.775425,638.034754
51,887.815978,-749.700264,639.023802
52,884.074446,-749.705491,639.327687
53,881.716684,-749.741755,638.784123
54,891.879986,-749.612318,639.28372
55,891.732989,-749.577074,639.92262
56,889.468276,-749.056726,645.984503
57,888.243988,-749.405487,642.749231
58,888.789795,-749.594066,640.412201
59,888.600755,-749.678478,639.204073
60,867.573029,-749.692958,635.505793
61,865.27711,-749.349864,638.301676
62,867.023463,-749.47491,637.841802
63,866.371691,-749.698164,634.809567
64,919.839104,-746.701436,654.836216
65,917.830268,-746.903911,654.46271
66,914.833463,-747.202277,653.788476
67,915.312112,-747.434625,651.779551
68,920.180081,-746.966574,652.617664
69,860.972357,-749.005505,639.248668
70,860.18067,-748.97728,639.063454
71,855.529272,-748.987359,636.166369
72,857.343597,-749.270897,634.469296
73,862.633988,-749.56048,634.489715
74,864.431337,-749.564217,635.515925
75,905.233878,-748.858883,643.177524
76,911.707869,-748.413079,643.824284
77,901.606598,-748.391632,649.63261
78,913.442391,-748.170128,645.588705
79,915.168085,-747.902558,647.358079
80,913.822785,-747.150012,654.579542
81,911.040762,-747.399024,653.951796
82,845.918765,-743.469638,657.388556
83,843.369351,-743.201276,657.009347
