M,type,N1,N2,N3,N4
1,QUAD,35,973,18990,3.0
2,QUAD,973,35,19000,977.0
4,QUAD,979,19,994,19634.0
5,QUAD,19898,19894,25,19879.0
6,QUAD,15802,100,15729,19517.0
7,TRIA,19,19672,994,
8,TRIA,19055,19494,19493,
9,QUAD,96,86,19256,18829.0
10,TRIA,86,96,19704,
11,QUAD,94,19065,19509,19494.0
12,QUAD,23,90,18776,18990.0
13,QUAD,19846,19811,19826,27.0
14,QUAD,78,45,19588,1010.0
15,TRIA,19057,19055,19505,
16,QUAD,1001,19787,19747,19734.0
20,QUAD,37,11,19813,41.0
21,QUAD,12935,76,19905,19442.0
23,TRIA,19474,971,15754,
25,QUAD,33,49,19463,31.0
26,QUAD,74,19474,15754,72.0
27,QUAD,981,19723,1014,19582.0
28,QUAD,19492,82,78,1010.0
29,QUAD,35,3,5,18999.0
30,TRIA,35,18999,19000,
31,TRIA,19486,16980,19487,
32,QUAD,25,19894,43,47.0
33,TRIA,33,70,12937,
34,QUAD,80,19898,19879,19892.0
35,QUAD,12937,66,49,33.0
37,TRIA,1018,19582,1013,
38,QUAD,21,19426,19425,17.0
39,QUAD,29,31,19512,19500.0
40,QUAD,12941,19894,12981,19561.0
41,TRIA,19576,19497,19496,
42,QUAD,19707,18937,994,19672.0
43,QUAD,19864,25,47,19850.0
44,QUAD,82,19492,19506,19034.0
45,QUAD,47,43,29,19500.0
46,QUAD,19804,74,15730,92.0
47,TRIA,19466,15721,13,
48,QUAD,13,15721,19481,15.0
49,QUAD,74,19804,19500,19512.0
50,QUAD,19471,19517,15754,971.0
51,QUAD,72,15729,15,15730.0
52,QUAD,55,1018,1013,19244.0
53,QUAD,19442,19905,12505,19437.0
54,QUAD,13,19467,19468,19466.0
55,QUAD,72,15754,19517,15729.0
56,TRIA,19787,19808,19770,
57,QUAD,19496,37,19002,19576.0
58,QUAD,19898,80,61,64.0
59,QUAD,19634,994,18937,19027.0
60,QUAD,64,12981,19894,19898.0
61,QUAD,90,19,19704,96.0
62,QUAD,100,19503,19481,15.0
63,QUAD,70,33,31,29.0
64,QUAD,80,39,59,61.0
70,TRIA,19482,19453,19454,
71,QUAD,19482,5064,19570,19511.0
72,TRIA,15717,19453,19482,
73,QUAD,19454,19458,15717,19482.0
74,TRIA,19511,15717,19482,
75,TRIA,15717,19456,19453,
76,TRIA,15717,19511,4803,
77,TRIA,19511,19570,4803,
78,QUAD,19458,19457,19456,15717.0
79,QUAD,76,12981,64,104.0
80,TRIA,106,64,61,
81,QUAD,104,88,19905,76.0
82,QUAD,64,106,110,104.0
83,QUAD,59,9,106,61.0
85,QUAD,114,12505,19905,88.0
86,TRIA,5064,110,106,
87,TRIA,88,104,110,
88,QUAD,19570,88,110,5064.0
89,TRIA,9,5064,106,
90,TRIA,3858,12505,114,
91,QUAD,88,19570,4803,114.0
92,QUAD,5064,9,19428,19570.0
93,TRIA,19428,4803,19570,
94,QUAD,116,3858,114,4803.0
95,QUAD,4803,19428,19429,116.0
96,TRIA,116,21,3858,
97,QUAD,19429,19426,21,116.0
39196,TRIA,18744,973,977,
39197,TRIA,18669,19485,19484,
39198,QUAD,19484,19485,994,19634.0
39199,TRIA,18575,19646,18503,
39202,QUAD,19582,19646,18575,1018.0
39203,TRIA,979,19634,19484,
39204,TRIA,18621,19484,19485,
39206,TRIA,19484,18621,975,
39208,QUAD,18623,18669,19484,975.0
39209,QUAD,19484,19634,1001,975.0
39210,TRIA,975,18621,18623,
39211,TRIA,19646,18455,18503,
39214,QUAD,981,18455,19646,19582.0
39218,TRIA,18227,19646,18503,
39219,QUAD,19646,18227,1013,19582.0
39221,TRIA,18328,18503,19646,
39223,QUAD,19646,19582,1014,18328.0
39224,TRIA,19055,19493,19505,
39225,QUAD,19509,19065,19594,19508.0
39227,TRIA,1012,19487,19588,
39228,TRIA,19487,16980,16963,
39229,TRIA,19487,19588,19483,
39231,QUAD,19487,16963,18224,19486.0
39232,QUAD,1010,19588,19487,19486.0
39234,QUAD,19506,19492,19491,19503.0
39243,TRIA,19423,19576,19002,
39246,TRIA,19423,19282,19576,
39253,TRIA,15759,15802,19517,
39254,TRIA,19517,15729,15759,
39256,QUAD,15,15730,19467,13.0
39258,TRIA,15759,19469,19472,
39260,TRIA,19469,15759,19480,
39261,QUAD,15759,19517,15754,19480.0
39263,TRIA,1012,19062,19057,
39267,QUAD,1013,19494,19055,19244.0
39271,QUAD,19654,1012,19057,19505.0
39273,QUAD,45,19062,1012,19588.0
39283,QUAD,19654,19483,19588,1012.0
39289,QUAD,19654,19505,19493,19508.0
39291,QUAD,18776,90,96,18829.0
39294,TRIA,1013,94,19494,
39295,QUAD,19483,19681,1010,19588.0
39300,QUAD,19508,19594,19483,19654.0
39301,QUAD,19508,19493,19494,19509.0
39304,QUAD,23,18990,973,977.0
39307,QUAD,1018,86,981,19582.0
39310,QUAD,19672,19,90,23.0
39316,QUAD,1014,94,1013,19582.0
39324,QUAD,86,1018,55,19256.0
39335,QUAD,19065,94,1014,53.0
39337,QUAD,19724,19715,19594,19065.0
39341,QUAD,19681,19483,19594,19715.0
39343,QUAD,19492,1010,19681,19491.0
39350,QUAD,19672,23,977,19707.0
39358,QUAD,981,86,19704,19723.0
39360,TRIA,19715,19491,19681,
39362,QUAD,19503,19491,19715,19507.0
39371,QUAD,19,979,19734,19704.0
39375,QUAD,19000,18924,19707,977.0
39376,QUAD,19506,15802,102,19034.0
39384,TRIA,1014,19723,53,
39390,QUAD,19724,19065,53,68.0
39396,TRIA,19707,18924,18937,
39397,TRIA,19503,19507,19481,
39404,QUAD,19723,19704,19734,19747.0
39405,QUAD,19754,19778,19481,19507.0
39410,QUAD,1001,19734,979,19634.0
39411,QUAD,19503,100,15802,19506.0
39416,QUAD,19507,19715,19724,19754.0
