M,type,N1,N2,N3,N4
1,QUAD,35,973,18990,3.0
2,QUAD,99,977,973,35.0
3,QUAD,61,113,5064,2.0
4,QUAD,979,19,994,19634.0
5,QUAD,19898,19894,25,19879.0
6,QUAD,15802,100,15729,19517.0
7,QUAD,19,105,19672,994.0
8,TRIA,70,74,19512,
10,QUAD,86,111,96,19704.0
11,QUAD,1014,19065,19494,1013.0
12,QUAD,18990,23,90,18776.0
13,QUAD,115,19826,127,126.0
14,TRIA,85,19850,47,
15,QUAD,19494,19508,19057,19055.0
16,QUAD,6,1001,131,8.0
17,QUAD,73,18,16,71.0
18,QUAD,4,122,19588,19483.0
19,QUAD,70,19512,124,19475.0
21,QUAD,19819,73,71,19005.0
22,TRIA,10,64,12981,
23,QUAD,117,15754,19474,19471.0
24,QUAD,76,20,133,75.0
25,QUAD,31,33,49,19463.0
26,QUAD,134,75,73,19819.0
27,QUAD,981,19723,1014,19582.0
28,QUAD,78,107,19492,82.0
29,QUAD,3,5,18999,35.0
30,QUAD,19000,99,35,18999.0
31,TRIA,95,16980,19487,
32,QUAD,25,19894,43,47.0
33,QUAD,7,76,75,134.0
34,QUAD,135,80,19898,19879.0
35,QUAD,12937,66,49,33.0
36,QUAD,77,22,20,76.0
37,QUAD,1013,106,1018,19582.0
38,QUAD,19425,17,21,19426.0
39,QUAD,29,31,19512,19500.0
40,QUAD,10,12981,19561,12941.0
41,QUAD,129,19496,58,130.0
42,QUAD,63,994,19672,19707.0
43,QUAD,19864,25,47,19850.0
44,QUAD,119,82,19492,118.0
45,QUAD,47,43,29,19500.0
46,QUAD,101,15730,92,103.0
47,QUAD,13,48,19466,15721.0
48,QUAD,13,15721,19481,15.0
49,QUAD,74,19804,19500,19512.0
50,TRIA,117,19517,15754,
51,QUAD,72,15729,15,15730.0
52,QUAD,57,77,76,7.0
53,QUAD,12505,34,19437,19442.0
54,QUAD,19468,48,13,19467.0
55,QUAD,72,15754,19517,15729.0
56,QUAD,19770,8,131,132.0
57,QUAD,19496,37,19002,58.0
58,QUAD,19898,80,61,64.0
59,QUAD,98,19634,994,63.0
60,QUAD,10,19894,19898,64.0
61,QUAD,105,19,19704,96.0
62,QUAD,19481,100,19503,19715.0
63,TRIA,31,29,33,
64,QUAD,93,39,59,113.0
65,QUAD,19734,6,8,19747.0
66,QUAD,79,26,22,77.0
67,QUAD,81,30,26,79.0
68,QUAD,68,116,19799,14.0
69,QUAD,83,32,30,81.0
70,TRIA,19482,19453,19454,
71,QUAD,68,79,77,57.0
72,QUAD,14,81,79,68.0
73,QUAD,19454,19458,15717,19482.0
74,QUAD,19482,5064,4803,15717.0
75,QUAD,19453,19482,15717,19456.0
76,QUAD,19724,83,81,14.0
77,TRIA,19485,18621,19484,
78,QUAD,19458,19457,19456,15717.0
79,QUAD,12981,64,104,19905.0
80,QUAD,117,19471,102,91.0
81,TRIA,19905,104,24,
82,QUAD,117,91,15802,19517.0
83,QUAD,113,59,9,5064.0
84,QUAD,2,88,24,104.0
85,QUAD,88,34,12505,24.0
86,QUAD,64,61,2,104.0
87,TRIA,19034,91,102,
88,QUAD,4803,88,2,5064.0
89,QUAD,80,135,1,93.0
91,TRIA,15759,94,19517,
92,QUAD,5064,9,19428,4803.0
93,TRIA,19486,95,19487,
94,TRIA,97,994,19634,
95,QUAD,109,4803,19428,19429.0
96,TRIA,90,105,96,
97,QUAD,21,109,19429,19426.0
98,QUAD,89,46,32,83.0
99,QUAD,87,28,12935,120.0
100,TRIA,19474,44,19476,
101,QUAD,107,78,45,108.0
102,QUAD,19560,42,12941,19561.0
103,QUAD,44,19474,15754,72.0
104,QUAD,120,19905,24,12505.0
105,QUAD,38,19560,19561,12981.0
106,QUAD,15730,101,44,72.0
107,QUAD,3858,88,4803,109.0
108,QUAD,26,30,60,53.0
109,QUAD,19065,1014,60,67.0
110,QUAD,19594,142,19065,67.0
111,QUAD,19027,98,63,18937.0
112,QUAD,19438,19439,69,62.0
113,QUAD,19646,56,1018,19582.0
114,QUAD,19734,19,979,6.0
115,QUAD,19734,981,86,19704.0
116,QUAD,34,62,1020,3858.0
117,QUAD,19715,89,83,19724.0
118,TRIA,121,19487,122,
119,QUAD,89,19491,110,46.0
120,QUAD,19787,123,84,19003.0
121,QUAD,1,135,140,19867.0
122,TRIA,19487,122,4,
123,QUAD,19487,19486,141,122.0
124,QUAD,1012,121,122,19588.0
125,TRIA,19905,120,12935,
126,QUAD,19442,87,120,12505.0
127,QUAD,19034,119,118,19506.0
128,QUAD,110,19491,118,19492.0
129,QUAD,19867,140,139,19497.0
