M,type,N1,N2,N3,N4
67,QUAD,84,115,19032,47.0
68,QUAD,83,19801,17,19434.0
69,TRIA,19448,2,19474,
71,QUAD,86,83,18954,85.0
72,QUAD,19011,87,85,18954.0
73,QUAD,87,18859,65,84.0
74,QUAD,38,5,20,28.0
75,QUAD,19011,18954,45,49.0
76,TRIA,19439,19440,18859,
77,QUAD,112,19427,18810,111.0
78,QUAD,18859,87,93,19530.0
79,QUAD,93,87,19011,18967.0
80,QUAD,49,19422,18967,19011.0
81,QUAD,93,111,18810,19530.0
82,QUAD,19431,19439,19530,18810.0
84,QUAD,66,111,18967,19422.0
85,TRIA,18810,19427,19431,
86,TRIA,112,22,19427,
87,TRIA,99,6,19739,
88,TRIA,25,19676,18360,
89,QUAD,143,98,19626,150.0
90,QUAD,18806,18810,19530,63.0
91,QUAD,77,82,68,19398.0
92,TRIA,19483,8,44,
93,TRIA,93,18967,111,
94,QUAD,18255,19668,16,56.0
95,QUAD,19483,141,119,8.0
97,QUAD,19401,16,91,19.0
98,TRIA,127,18256,72,
99,QUAD,10,142,19410,59.0
100,QUAD,18350,18357,19585,70.0
101,QUAD,19770,6,99,18.0
102,QUAD,22,112,19423,19425.0
103,QUAD,24,74,19441,19442.0
104,QUAD,19442,24,30,19443.0
105,QUAD,19516,24,26,19032.0
106,QUAD,19445,32,24,19442.0
107,QUAD,18604,38,28,19553.0
108,QUAD,19553,28,42,19475.0
109,TRIA,34,19790,57,
110,TRIA,19770,18,19773,
111,QUAD,3,19390,82,70.0
112,TRIA,55,19395,53,
113,QUAD,78,19301,2206,19313.0
114,QUAD,44,8,19315,19380.0
115,TRIA,19380,97,44,
116,QUAD,97,4833,19626,98.0
117,QUAD,19497,100,46,19064.0
118,QUAD,12,36,19379,19385.0
119,QUAD,4833,97,36,19624.0
120,QUAD,19577,100,51,18530.0
121,QUAD,97,19380,19379,36.0
122,QUAD,4,18532,18578,52.0
123,TRIA,54,16995,19590,
124,QUAD,18255,56,54,19590.0
125,TRIA,19492,19747,19488,
126,QUAD,18532,60,62,19470.0
127,QUAD,4,19779,60,18532.0
128,QUAD,113,19392,19394,90.0
129,TRIA,19451,19448,19474,
130,TRIA,143,53,144,
132,QUAD,19633,114,25,18360.0
133,TRIA,90,19394,88,
134,TRIA,19020,106,19403,
135,QUAD,64,113,90,55.0
136,QUAD,19395,55,90,88.0
138,QUAD,120,19687,102,19700.0
139,TRIA,19474,19011,18954,
140,QUAD,19559,148,104,18774.0
141,QUAD,19485,10,91,94.0
142,QUAD,94,131,103,19485.0
143,QUAD,131,19721,108,103.0
144,TRIA,19475,108,11,
145,QUAD,44,97,98,19483.0
146,TRIA,4833,109,19624,
147,QUAD,115,65,106,19020.0
148,QUAD,100,48,122,19497.0
149,TRIA,50,100,19497,
150,TRIA,100,19497,51,
152,QUAD,19590,127,107,16995.0
153,QUAD,146,102,19687,126.0
154,QUAD,19423,112,111,66.0
155,QUAD,114,19633,64,140.0
156,QUAD,117,19682,25,114.0
157,QUAD,114,140,19634,117.0
158,QUAD,136,34,57,121.0
159,TRIA,132,19773,135,
160,QUAD,54,56,118,19402.0
161,QUAD,15,7,138,139.0
162,QUAD,64,55,150,140.0
163,QUAD,19496,19687,120,19675.0
164,QUAD,19559,148,147,18652.0
165,QUAD,19289,19279,149,19476.0
166,TRIA,29,120,19700,
167,QUAD,18604,19733,19753,123.0
168,QUAD,141,144,19396,19482.0
169,TRIA,148,19559,18650,
170,QUAD,81,123,52,18578.0
171,QUAD,19757,19767,124,19753.0
172,QUAD,125,39,73,130.0
173,TRIA,127,19590,18255,
174,QUAD,126,19496,19585,18357.0
175,QUAD,19676,146,126,18357.0
176,QUAD,19695,131,94,19668.0
177,QUAD,19482,78,119,141.0
178,QUAD,55,53,143,150.0
179,QUAD,129,19790,39,14.0
180,QUAD,19790,129,132,57.0
181,QUAD,143,144,141,19483.0
182,TRIA,19482,19396,128,
183,QUAD,19028,19469,19787,134.0
184,QUAD,130,19030,134,19796.0
185,QUAD,19496,19388,19491,19585.0
186,TRIA,19752,133,19383,
187,QUAD,121,135,19778,15.0
188,TRIA,143,19483,98,
189,QUAD,135,19765,71,19778.0
190,TRIA,19496,126,19687,
191,QUAD,121,15,139,136.0
192,TRIA,19408,19410,142,
193,TRIA,19747,19742,19718,
194,QUAD,19508,19765,19754,19492.0
39172,QUAD,140,150,19626,19634.0
39173,TRIA,18530,77,19398,
39174,QUAD,70,82,77,18350.0
39176,QUAD,119,116,19315,8.0
39183,QUAD,19391,19390,3,19641.0
39186,QUAD,16995,19399,19391,19641.0
39187,QUAD,75,117,19634,6223.0
39190,QUAD,3,19491,18253,19641.0
39198,TRIA,18357,18350,19577,
39204,QUAD,19682,146,19676,25.0
39205,QUAD,18360,19676,18357,19577.0
39207,QUAD,19491,19388,19678,18253.0
39222,QUAD,19388,19387,19695,19678.0
39223,TRIA,56,41,118,
39229,TRIA,4833,19624,6223,
39235,QUAD,56,16,19401,41.0
39248,QUAD,19668,18255,19678,19695.0
39252,QUAD,19624,36,12,15834.0
39253,QUAD,18255,19590,18253,19678.0
39261,QUAD,19675,13,19698,19387.0
39272,QUAD,102,146,19682,19694.0
39274,QUAD,19387,19388,19496,19675.0
39276,QUAD,19387,19698,19721,19695.0
39282,QUAD,19705,19694,19682,19692.0
39287,QUAD,102,19694,19706,19700.0
39288,QUAD,29,13,19675,120.0
39291,QUAD,19668,94,91,16.0
39297,QUAD,19706,19694,19705,19714.0
39300,QUAD,19719,35,33,19384.0
39302,QUAD,19706,31,29,19700.0
39303,QUAD,19705,35,19719,19714.0
39306,QUAD,108,19721,19698,11.0
39308,QUAD,19714,43,31,19706.0
39310,QUAD,19722,11,19703,19727.0
39312,QUAD,18774,142,10,19485.0
39315,QUAD,19719,19729,43,19714.0
39318,QUAD,19737,19727,19703,19713.0
39319,QUAD,108,19475,67,103.0
39321,QUAD,11,19722,19553,19475.0
39322,QUAD,19559,19408,142,18774.0
39323,QUAD,19382,19729,19719,19384.0
39324,QUAD,19738,19733,19722,19727.0
39328,QUAD,67,18652,19559,18774.0
39330,QUAD,67,19475,19553,18652.0
39331,QUAD,19738,19727,19737,19739.0
39334,QUAD,19713,137,19718,19737.0
39335,QUAD,19733,18604,19553,19722.0
39341,QUAD,19718,137,19724,19747.0
39342,QUAD,123,81,79,18604.0
39344,QUAD,79,18652,19553,18604.0
39346,QUAD,81,19405,9,18650.0
39349,QUAD,19724,43,19729,19752.0
39351,QUAD,19737,19718,19742,19739.0
39353,QUAD,19753,19733,19738,19757.0
39356,QUAD,133,19752,19729,19382.0
39357,QUAD,19754,19742,19747,19492.0
39358,QUAD,6,19757,19738,19739.0
39363,QUAD,19747,19724,19752,19488.0
39367,QUAD,19742,19754,99,19739.0
39368,QUAD,19767,14,19764,124.0
39371,QUAD,19752,19383,19486,19488.0
39374,QUAD,6,19770,19767,19757.0
39375,QUAD,123,19753,124,52.0
39381,QUAD,19508,19492,19488,19486.0
39383,QUAD,19765,135,19773,18.0
39391,QUAD,19764,125,19779,4.0
39392,QUAD,19470,19407,18578,18532.0
39393,QUAD,39,125,19764,14.0
39401,QUAD,19787,60,19779,19796.0
39402,QUAD,19779,125,130,19796.0
39403,QUAD,19770,129,14,19767.0
39404,QUAD,60,19787,19469,62.0
39405,TRIA,19508,71,19765,
39408,QUAD,132,135,121,57.0
39409,QUAD,69,71,19508,19457.0
39413,TRIA,134,19787,19796,
39417,QUAD,19413,7,15,19778.0
39426,QUAD,73,76,19030,130.0
39428,QUAD,19807,136,139,19801.0
39430,QUAD,136,19807,19808,34.0
39452,TRIA,19020,19028,19516,
39455,QUAD,19028,19020,19403,19466.0
39456,QUAD,19032,115,19020,19516.0
39470,TRIA,106,19440,19403,
39518,TRIA,19289,19476,19477,
39519,TRIA,149,19477,19476,
39520,QUAD,109,19476,19477,19624.0
39521,TRIA,19624,6223,19477,
39522,TRIA,19289,19477,3905,
39523,QUAD,19477,149,19277,3905.0
39525,QUAD,15834,19624,19477,3905.0
39527,QUAD,19092,19091,51,19497.0
39530,QUAD,19085,50,19497,19092.0
39533,QUAD,100,50,18360,19577.0
39535,QUAD,19497,122,19057,19092.0
39536,QUAD,100,19577,18350,48.0
39538,TRIA,19064,19092,19497,
39549,TRIA,19034,19479,19059,
39552,QUAD,19590,127,72,18253.0
39553,QUAD,127,18256,19479,107.0
39554,QUAD,19478,19063,19059,18256.0
39555,TRIA,145,19478,18256,
39556,QUAD,19034,145,18256,19479.0
39558,TRIA,19059,19479,18256,
39559,QUAD,18256,127,18255,19478.0
39565,QUAD,19508,19486,19415,19457.0
39573,QUAD,148,18698,19472,104.0
39575,QUAD,19464,19462,19463,19472.0
39576,TRIA,148,18698,147,
39578,QUAD,19471,18698,19463,19461.0
39579,TRIA,18698,19472,19463,
39580,QUAD,19471,19465,19464,18698.0
39581,TRIA,19464,19472,18698,
39583,QUAD,18698,148,18650,19471.0
39584,TRIA,18578,18532,19404,
39587,QUAD,32,19030,19516,24.0
39592,QUAD,24,19442,19446,26.0
39596,QUAD,24,19516,19028,30.0
39606,QUAD,19020,74,24,19516.0
39618,QUAD,18806,63,61,19455.0
