N,X,Y,Z
73084211,643.2119,-863.062,902.82
73084212,647.0961,-862.464,904.327
73084214,703.9244,-860.65,921.3348
73084215,707.8087,-860.052,922.8418
73084216,642.7483,-864.989,904.8259
73084217,646.5989,-864.406,906.3311
73084218,703.3994,-862.832,923.6065
73084219,707.2457,-862.25,925.1107
73084220,689.1974,-858.285,880.7621
73084221,685.2907,-858.881,879.2627
73084222,684.0851,-858.006,882.0376
73084223,687.9763,-857.408,883.5473
73084226,669.5557,-858.886,873.8119
73084227,665.6471,-859.48,872.3173
73084228,664.4643,-858.622,875.0396
73084229,668.3555,-858.024,876.5493
73084506,645.8317,-857.91,910.8094
73084507,639.3513,-857.653,897.3443
73084511,689.976,-855.076,896.9932
73084513,648.7387,-857.946,899.066
73084514,712.7299,-854.401,929.5299
73084516,654.9475,-855.503,881.9138
73084521,651.5194,-855.138,879.3599
73084522,651.7287,-858.087,912.3733
73084523,664.2388,-858.166,915.7433
73084525,706.1949,-853.408,902.1361
73084526,652.9748,-858.226,906.616
73084527,695.2423,-856.545,924.4356
73084531,660.5035,-858.061,902.3069
73084534,660.9574,-854.533,879.5999
73084536,700.8311,-854.348,902.1808
73084537,683.4475,-857.478,921.0696
73084538,685.8167,-857.353,914.766
73084544,651.907,-856.443,886.061
73084547,664.6955,-855.698,886.0713
73084549,715.9014,-853.778,919.79
73084550,659.2477,-858.279,908.1721
73084554,657.8874,-858.177,914.023
73084555,688.1611,-856.166,902.4347
73084556,694.2816,-855.646,904.3235
73084557,684.8011,-855.45,895.321
73084558,697.9615,-852.64,891.6466
73084562,674.6053,-857.068,899.1473
73084563,654.5237,-856.915,889.631
73084566,668.1203,-857.375,897.9941
73084567,661.5798,-857.541,896.5776
73084568,649.8292,-857.315,891.7622
73084569,647.355,-856.898,888.2193
73084570,700.1531,-855.172,907.0983
73084573,645.3992,-857.421,892.4916
73084574,654.9364,-857.551,894.7224
73084575,710.7208,-854.325,914.9627
73084576,651.2354,-863.633,890.6429
73084577,651.6694,-860.528,888.2933
73084578,650.5539,-860.544,891.1745
73084579,648.1834,-859.816,887.7856
73084580,702.8343,-853.166,897.7709
73084581,652.5799,-859.583,885.5716
73084582,655.0074,-859.851,889.0824
73084583,687.4166,-852.586,884.622
73084584,702.3404,-855.844,921.9755
73084585,661.25,-852.44,872.2708
73084586,641.6936,-857.883,903.5775
73084587,668.5157,-851.356,871.6501
73084588,678.5565,-851.268,875.7368
73084589,682.5813,-851.181,877.4381
73084590,677.8261,-852.479,879.1969
73084591,677.6187,-853.621,883.1084
73084602,655.6089,-854.135,876.3443
73084603,641.3269,-856.773,886.9533
73084604,646.4815,-856.101,883.0995
73084605,630.9409,-857.165,894.8045
73084606,627.2699,-856.996,897.6096
73084611,635.8739,-857.138,891.0606
73084615,630.377,-857.042,906.7667
73084617,647.7806,-865.534,903.7802
73084618,640.5545,-857.679,909.4212
73084619,708.6159,-863.672,922.1971
73084620,623.0888,-856.609,900.8268
73084621,704.7239,-864.236,920.6959
73084622,707.3427,-855.22,923.8797
73084623,623.6571,-856.487,905.0215
73084624,629.7614,-857.188,899.8047
73084625,702.3384,-855.239,910.5713
73084626,703.1788,-858.897,909.8558
73084627,703.8043,-861.885,909.4282
73084628,705.0396,-857.503,904.5069
73084629,705.7456,-860.803,903.9959
73084630,707.5011,-857.671,908.0015
73084631,701.018,-858.589,906.5959
73084632,702.9316,-855.603,916.3809
73084633,708.2819,-854.993,919.47
73084634,697.4656,-856.235,915.2163
73084636,692.1474,-856.755,913.8738
73084639,681.6236,-854.538,888.9321
73084640,680.2989,-855.76,894.1102
73084650,691.1262,-853.75,891.4424
