M,type,N1,N2,N3,N4
73053788,TRIA,73084216,73084211,73084803,
73053789,TRIA,73084212,73084217,73084617,
73053790,TRIA,73084218,73084214,73084621,
73053791,TRIA,73084215,73084219,73084619,
73053792,TRIA,73084220,73084223,73084655,
73053793,TRIA,73084222,73084221,73084651,
73053794,TRIA,73084226,73084229,73084666,
73053795,TRIA,73084228,73084227,73084658,
73053796,QUAD,73084577,73084578,73084576,73084684.0
73053797,QUAD,73084684,73084690,73084579,73084577.0
73053798,QUAD,73084683,73084581,73084577,73084684.0
73053799,QUAD,73084684,73084687,73084582,73084577.0
73053800,QUAD,73084805,73084568,73084578,73084577.0
73053801,QUAD,73084216,73084217,73084212,73084211.0
73053802,QUAD,73084218,73084219,73084215,73084214.0
73053803,QUAD,73084625,73085123,73084770,73084626.0
73053804,QUAD,73084770,73084721,73084627,73084626.0
73053805,QUAD,73084628,73084770,73084721,73084629.0
73053807,QUAD,73084220,73084221,73084222,73084223.0
73053808,QUAD,73084226,73084227,73084228,73084229.0
73053809,QUAD,73084577,73084582,73084563,73084805.0
73053810,QUAD,73084581,73084544,73084805,73084577.0
73053811,QUAD,73084577,73084579,73084569,73084805.0
73053812,QUAD,73084631,73084770,73085123,73084570.0
73053813,QUAD,73084723,73084721,73084770,73084631.0
73053814,QUAD,73084780,73085123,73084770,73084630.0
73053815,QUAD,73084770,73084721,73084720,73084630.0
73053816,QUAD,73085123,73084770,73084628,73084740.0
73053851,QUAD,73084617,73084803,73084211,73084212.0
73053852,QUAD,73084619,73084621,73084214,73084215.0
73053853,QUAD,73084215,73084214,73084584,73084622.0
73053854,QUAD,73084212,73084211,73084586,73084815.0
73053855,QUAD,73084222,73084223,73084583,73084656.0
73053856,QUAD,73084651,73084655,73084223,73084222.0
73053857,QUAD,73084228,73084229,73084657,73084667.0
73053858,QUAD,73084658,73084666,73084229,73084228.0
73054188,TRIA,73084602,73084516,73084521,
73054189,TRIA,73084740,73084525,73084772,
73054190,TRIA,73084605,73084624,73084606,
73054191,TRIA,73084589,73084590,73084588,
73054192,TRIA,73084632,73084625,73085176,
73054193,TRIA,73084791,73084583,73084779,
73054194,TRIA,73084575,73084783,73084633,
73054195,TRIA,73085173,73084538,73084636,
73054196,TRIA,73084557,73085166,73084640,
73054197,TRIA,73084791,73084558,73084650,
73054198,TRIA,73084680,73084575,73084773,
73054199,TRIA,73084611,73084603,73084688,
73054200,TRIA,73084605,73084611,73084689,
73054201,TRIA,73084604,73084569,73084603,
73054202,TRIA,73084544,73084563,73084805,
73054203,TRIA,73084780,73084772,73084773,
73054204,QUAD,73085160,73084526,73084815,73084513.0
73054205,QUAD,73084815,73084506,73084618,73084586.0
73054206,QUAD,73084639,73084640,73085163,73084797.0
73054207,QUAD,73084544,73084604,73084521,73084516.0
73054208,QUAD,73085164,73085162,73084550,73084531.0
73054209,QUAD,73084550,73084554,73084522,73084526.0
73054210,QUAD,73084511,73085168,73084556,73084555.0
73054211,QUAD,73084536,73084580,73084525,73084740.0
73054212,QUAD,73084567,73084574,73084563,73085152.0
73054213,QUAD,73084574,73084568,73084805,73084563.0
73054214,QUAD,73085170,73084763,73084765,73085167.0
73054215,QUAD,73085173,73084745,73084537,73084538.0
73054216,QUAD,73085149,73084516,73084602,73084534.0
73054217,QUAD,73085168,73084536,73084570,73084556.0
73054218,QUAD,73084657,73084587,73084686,73084685.0
73054219,QUAD,73084805,73084569,73084604,73084544.0
73054220,QUAD,73085148,73085150,73084657,73084685.0
73054221,QUAD,73085161,73085152,73084547,73085159.0
73054222,QUAD,73085162,73084523,73084554,73084550.0
73054223,QUAD,73085168,73084558,73084580,73084536.0
73054224,QUAD,73085166,73084557,73084511,73084555.0
73054225,QUAD,73084640,73085166,73084562,73085163.0
73054226,QUAD,73085161,73085163,73084562,73084566.0
73054227,QUAD,73085164,73084531,73084567,73084566.0
73054228,QUAD,73084531,73085160,73084574,73084567.0
73054229,QUAD,73084513,73085151,73084573,73084568.0
73054230,QUAD,73085160,73084513,73084568,73084574.0
73054231,QUAD,73084659,73084816,73084586,73084618.0
73054232,QUAD,73085151,73084513,73084815,73084586.0
73054233,QUAD,73084689,73084611,73084688,73084507.0
73054234,QUAD,73084622,73084584,73084632,73084633.0
73054235,QUAD,73085175,73084634,73084632,73084584.0
73054236,QUAD,73085175,73085173,73084636,73084634.0
73054237,QUAD,73084798,73084557,73084640,73084639.0
73054238,QUAD,73084783,73084549,73084754,73084682.0
73054239,QUAD,73084583,73084798,73084639,73084656.0
73054240,QUAD,73084575,73084680,73084549,73084783.0
73054241,QUAD,73084685,73084686,73084588,73084590.0
73054242,QUAD,73084602,73084585,73084667,73084534.0
73054243,QUAD,73084667,73084585,73084587,73084657.0
73054244,QUAD,73084688,73084603,73084569,73084573.0
73054245,QUAD,73084534,73084667,73084657,73085150.0
73054246,QUAD,73084547,73085149,73084534,73085150.0
73054247,QUAD,73084573,73085151,73084507,73084688.0
73054248,QUAD,73084516,73085149,73084563,73084544.0
73054249,QUAD,73084689,73084811,73084624,73084605.0
73054250,QUAD,73084590,73084591,73085148,73084685.0
73054251,QUAD,73084591,73084590,73084589,73084656.0
73054252,QUAD,73084624,73084623,73084620,73084606.0
73054253,QUAD,73084586,73084816,73084507,73085151.0
73054254,QUAD,73084811,73084615,73084623,73084624.0
73054255,QUAD,73085149,73084547,73085152,73084563.0
73054256,QUAD,73084568,73084573,73084569,73084805.0
73054257,QUAD,73085159,73085148,73084591,73084797.0
73054258,QUAD,73084811,73084816,73084659,73084615.0
73054259,QUAD,73084779,73084583,73084656,73084589.0
73054260,QUAD,73085159,73084547,73085150,73085148.0
73054261,QUAD,73084639,73084797,73084591,73084656.0
73054262,QUAD,73084507,73084816,73084811,73084689.0
73054263,QUAD,73084791,73084650,73084798,73084583.0
73054264,QUAD,73084566,73084567,73085152,73085161.0
73054265,QUAD,73085159,73084797,73085163,73085161.0
73054266,QUAD,73084566,73084562,73085165,73085164.0
73054267,QUAD,73084531,73084550,73084526,73085160.0
73054268,QUAD,73084650,73084558,73085168,73084511.0
73054269,QUAD,73084522,73084506,73084815,73084526.0
73054270,QUAD,73085165,73085167,73085162,73085164.0
73054271,QUAD,73084511,73084557,73084798,73084650.0
73054272,QUAD,73084523,73085162,73085167,73084765.0
73054273,QUAD,73085171,73085169,73085166,73084555.0
73054274,QUAD,73085165,73085169,73085170,73085167.0
73054275,QUAD,73084555,73084556,73085172,73085171.0
73054276,QUAD,73084562,73085166,73085169,73085165.0
73054277,QUAD,73085170,73085169,73085171,73084538.0
73054278,QUAD,73084740,73085123,73084570,73084536.0
73054279,QUAD,73084780,73085123,73084740,73084772.0
73054280,QUAD,73084636,73084538,73085171,73085172.0
73054281,QUAD,73084538,73084537,73084763,73085170.0
73054282,QUAD,73085123,73084780,73085176,73084625.0
73054283,QUAD,73084570,73085174,73085172,73084556.0
73054284,QUAD,73084780,73084773,73084575,73085176.0
73054285,QUAD,73085174,73084570,73085123,73084625.0
73054286,QUAD,73084634,73084636,73085172,73085174.0
73054287,QUAD,73085173,73085175,73084527,73084745.0
73054288,QUAD,73085174,73084625,73084632,73084634.0
73054289,QUAD,73084584,73084747,73084527,73085175.0
73054290,QUAD,73084622,73084633,73084783,73084682.0
73054291,QUAD,73084633,73084632,73085176,73084575.0
73054292,QUAD,73084514,73084751,73084622,73084682.0
73054293,QUAD,73084747,73084584,73084622,73084751.0
73054294,QUAD,73084514,73084682,73084754,73084756.0
