N,X,Y,Z
1,868.5076606019313,741.903248209523,639.4147229584212
2,877.4001410509572,742.0913971056015,639.849958432811
3,851.0902669466474,736.6445762125913,656.6345543157406
4,876.8308020223769,742.7709554801474,623.0797502017242
5,886.4346455815046,738.7589514143611,659.2452572208762
6,865.574268799787,741.8131362255178,639.2066756955712
7,877.397043312392,741.7030269992421,643.0028409745418
8,876.3915748136377,745.5792077750315,628.513717954075
9,854.6671188527897,737.6732324306086,654.7543234969733
10,876.9978823965016,742.8051369537867,625.8643614965538
11,873.0951582958651,742.7969790130248,623.7372592768436
12,907.1952213583079,735.4392589545348,671.1958137743624
13,886.5954916209654,742.3237562916047,637.6634349417976
14,913.4153805599036,735.7511006564965,669.7285736420858
15,868.3381736724849,742.6404663758701,629.9948156120354
16,869.9275950560876,735.8872532414722,665.2180563981536
17,926.8538931640734,743.9197457444684,664.4294755563351
18,870.275745444128,736.8035620959073,662.5512077013364
19,926.3925402623705,740.3846741289112,664.0121658997748
20,870.810825381491,738.4844883471843,657.117649465634
22,897.9574291907792,748.3796698524475,633.7769389931593
23,874.094034292549,749.4940372582316,626.3241491850403
24,900.0370942805364,742.0251048750392,630.3753261897027
25,870.9996338671424,739.2381282775087,654.3402235950882
26,871.1406894212829,739.9227103093325,651.5144630176768
27,871.2466550299663,741.0941988695844,645.657216323499
28,917.42178569043,740.0040842123109,647.6106325747005
29,871.3352167936537,741.5861085509537,642.6019530128898
30,924.4230021764894,738.3059554450243,655.9208884392569
31,908.0335499258302,739.5606214170892,654.7549835640052
32,846.9152984368014,734.411329594078,661.2829208244683
33,925.9540804273439,735.5001925550969,668.350382376065
34,926.0251774801465,736.6688681985117,663.7721303108917
36,844.2542842012444,737.3106693114079,651.3617791939554
37,839.3243427534851,736.2220712635954,652.4980125718479
38,921.8666433713887,738.1374719993203,669.9999148956437
39,851.8150514423833,737.5272339602787,654.049761393649
41,846.4416390027338,737.2535451087389,652.6151507745402
42,908.5020509311322,737.079524816893,665.615564348002
44,909.361786124906,737.8374408464355,662.6970884689392
46,862.193454469372,738.0471319396131,656.0894448037781
47,911.6380831546827,739.0228453317494,656.9337424739989
48,875.4665983403333,749.5407633772991,628.5856338002299
49,919.036946714543,737.3253954144083,662.8666834479403
50,886.6763638087228,741.6874023293445,643.8583937421977
52,919.9568466186171,742.2201474863548,655.1277647410072
53,917.6276977862949,734.6610704802845,672.7798820384581
54,886.6406061488786,740.1672909565433,653.1094425990348
55,894.8881587838764,735.7994267881844,669.2209340526618
56,915.7949107070998,742.2561925419019,657.7244859389559
57,849.9770587383097,734.680042309764,661.8200334590316
58,917.3306915393168,744.2425858961258,652.148201771503
59,850.4756263011375,735.6784073353642,659.2153878033483
60,913.336413861076,742.9959688031538,654.6654901679265
61,906.6750138930533,741.5231075297763,636.6186283724763
62,912.8087986827205,735.0621471109237,672.0552487378544
63,882.2501963738257,735.803153603426,667.1561017027227
64,907.7871680580819,736.2764626752477,668.4351334280534
65,886.6306636072342,742.045692534706,640.7705577623838
66,902.3817172729176,741.8815583866348,632.311142347243
67,880.7321720764332,742.7164654001397,623.357127158487
68,868.0926798267768,742.4387524593335,633.4657535190017
69,897.3532503572272,742.1683749418107,628.5946835308478
70,896.2915557330913,745.934673631569,639.6799682135371
71,910.4107403715936,738.5048482572026,659.7195503378646
72,892.5803610342273,746.1281381924433,638.8249444511875
73,906.3408532749543,741.2808590673375,641.3015875877406
74,883.4510181232198,740.1714287252075,652.7687485294225
75,891.3180574681456,742.4373374205277,626.1776877655763
76,864.4837823576927,736.5441895971331,661.6484197714493
77,864.9907093365447,738.212355129314,656.4083560015742
78,862.1798987341954,738.7869219656831,653.4242751890523
79,877.3596853729726,742.3928571776468,636.6263233812425
80,859.470261805258,739.361874527322,650.181198107703
81,868.332365411201,741.5002595872664,642.4581022274787
82,852.4397582269426,740.7345574167986,640.4629192057319
83,883.605332627162,742.5352091108414,634.1610362309602
84,865.427113244417,742.4375500689193,632.098947279385
85,927.8945211051911,733.6193625446485,674.1460928297131
86,865.5914803688777,744.688854708336,642.5744552835276
87,915.3375330373917,734.859811083198,672.4370759623861
88,883.5231152064091,740.7628666783027,649.7233720303292
89,880.3935860231541,740.7470797258552,649.4148725136822
90,859.4798149433453,741.6264605128866,638.0012307701602
91,904.7539279737059,736.5016537907915,667.8635169674895
92,862.8821170028348,745.1850564316179,639.3956745891677
93,896.2919,749.7372,639.9723
94,858.7541882275087,744.7769795720034,642.0085696473216
95,892.8556,749.9029,639.1796
96,886.557821140991,739.5010632641422,656.1844447377592
98,889.9081242322573,742.504544035895,631.8512526200352
99,892.2450665951602,742.3677680942044,635.062602586339
100,883.7451387031406,742.6317100925655,630.9827494098602
101,926.4765293498743,737.5756206111265,659.059611561412
102,915.2016945316748,740.3906049968341,645.3189713239791
103,847.4285206942756,735.4440602004029,658.6455358629182
