M,type,N1,N2,N3,N4
73111020,QUAD,73111464,73111483,73111367,73111446.0
73111024,QUAD,73111431,73111380,73111379,73111428.0
73111028,QUAD,73111396,73111496,73111387,73111331.0
73111030,QUAD,73111516,73111426,73111382,73111381.0
73111031,QUAD,73111520,73111381,73111382,73111490.0
73111033,TRIA,73111418,73111433,73111420,
73111034,TRIA,73111421,73111414,73111434,
73111037,QUAD,73111495,73111532,73111526,73111518.0
73111038,QUAD,73111454,73111469,73111495,73111518.0
73111039,QUAD,73111335,73111415,73111510,73111453.0
73111042,QUAD,73111444,73111532,73111495,73111416.0
73111043,QUAD,73111526,73111532,73111441,73111517.0
73111045,QUAD,73111413,73111389,73111498,73111406.0
73111046,QUAD,73111447,73111509,73111437,73111410.0
73111047,TRIA,73111518,73111526,73111536,
73111048,QUAD,73111336,73111396,73111331,73111384.0
73111049,QUAD,73111443,73111478,73111476,73111493.0
73111051,QUAD,73111439,73111447,73111410,73111416.0
73111052,QUAD,73111384,73111379,73111455,73111336.0
73111055,QUAD,73111410,73111515,73111335,73111456.0
73111056,QUAD,73111444,73111452,73111441,73111532.0
73111057,TRIA,73111461,73111491,73111479,
73111059,QUAD,73111407,73111374,73111499,73111408.0
73111060,QUAD,73111336,73111455,73111517,73111441.0
73111062,QUAD,73111517,73111455,73111524,73111528.0
73111064,QUAD,73111335,73111453,73111449,73111456.0
73111070,QUAD,73111300,73111332,73111497,73111385.0
73111081,QUAD,73111415,73111500,73111429,73111426.0
73111085,QUAD,73111430,73111523,73111332,73111300.0
73111108,QUAD,73111438,73111500,73111515,73111437.0
73111113,QUAD,73111523,73111432,73111398,73111332.0
73111116,QUAD,73111383,73111375,73111398,73111432.0
73111195,QUAD,73111419,73111409,73111442,73111445.0
73111216,QUAD,73111446,73111373,73111375,73111383.0
73111226,QUAD,73111455,73111379,73111380,73111524.0
73111237,QUAD,73111492,73111474,73111478,73111443.0
73111240,QUAD,73111300,73111385,73111424,73111557.0
73111253,QUAD,73111375,73111373,73111558,73111472.0
73111254,QUAD,73111388,73111409,73111419,73111367.0
