M,type,N1,N2,N3,N4
1,QUAD,19644,19631,7,19640.0
3,QUAD,19330,18819,19720,55.0
5,QUAD,51,115,18366,45.0
7,QUAD,37,208,19356,11.0
8,QUAD,3863,83,111,79.0
9,QUAD,98,75,19340,18839.0
10,QUAD,19368,29,81,1.0
11,QUAD,88,39,124,19515.0
12,QUAD,19365,102,61,73.0
13,QUAD,31,15,2,84.0
14,QUAD,19570,78,46,19353.0
15,QUAD,18318,73,18164,19443.0
16,TRIA,80,19560,18060,
17,QUAD,18838,97,19346,19388.0
18,QUAD,41,208,37,18842.0
19,QUAD,63,19668,19381,18844.0
20,TRIA,19348,19292,19312,
22,QUAD,59,126,18898,57.0
23,QUAD,19549,84,2,6.0
24,QUAD,19354,126,9,19353.0
25,QUAD,40,137,4,10.0
27,QUAD,19431,19382,38,18613.0
28,TRIA,30,18761,45,
29,QUAD,18053,19450,18054,19549.0
30,QUAD,76,18,16,18874.0
31,QUAD,18620,34,19,19343.0
32,TRIA,3863,8,19463,
33,QUAD,77,20,18,76.0
34,QUAD,12,42,127,19324.0
35,QUAD,19271,19449,94,19278.0
36,QUAD,112,25,20,77.0
37,QUAD,19324,127,14,62.0
38,QUAD,29,7,19631,27.0
39,QUAD,19632,26,25,112.0
40,QUAD,19683,50,118,19702.0
41,QUAD,59,19358,2211,39.0
42,QUAD,35,27,26,19632.0
43,QUAD,81,29,27,35.0
44,QUAD,22,43,19282,18161.0
45,QUAD,27,19631,19645,26.0
46,TRIA,126,59,39,
47,QUAD,18060,19560,18158,19450.0
48,QUAD,127,42,44,19763.0
49,QUAD,46,2209,19354,19353.0
50,QUAD,46,78,112,77.0
51,TRIA,19330,18844,19381,
52,QUAD,19347,65,136,13.0
53,QUAD,19570,80,19602,78.0
54,TRIA,19516,18158,19560,
55,QUAD,43,22,133,19349.0
56,QUAD,18164,73,21,19305.0
57,QUAD,19349,133,18838,19388.0
59,TRIA,88,120,9,
60,QUAD,17,19,19318,19288.0
61,QUAD,19365,89,116,102.0
62,QUAD,68,104,64,107.0
63,QUAD,75,98,108,130.0
64,TRIA,119,97,18838,
65,QUAD,19343,19,17,19287.0
66,QUAD,19626,7,29,19368.0
67,QUAD,41,18842,122,124.0
68,QUAD,19347,72,70,18831.0
70,TRIA,19350,114,19463,
71,QUAD,125,19313,18613,33.0
72,QUAD,97,107,18831,19346.0
73,QUAD,18831,105,65,19347.0
74,QUAD,24,119,18838,47.0
75,QUAD,68,107,97,119.0
76,QUAD,19346,99,18839,19388.0
78,QUAD,19350,19260,23,19261.0
79,TRIA,114,16827,19463,
80,QUAD,19350,19261,19258,19383.0
81,TRIA,8,19350,19463,
82,TRIA,19350,48,19260,
83,QUAD,48,19350,19383,19259.0
84,TRIA,19383,19258,19259,
85,QUAD,88,9,126,39.0
86,QUAD,19653,128,129,19668.0
87,TRIA,15,31,19262,
90,TRIA,19262,137,40,
91,QUAD,15,19262,40,19463.0
92,QUAD,65,50,19658,136.0
93,QUAD,2,15,19463,16827.0
95,QUAD,3863,79,16827,19463.0
96,QUAD,100,83,3863,10.0
97,QUAD,1,16827,79,19368.0
98,QUAD,18894,134,19354,2209.0
99,QUAD,127,19763,19766,14.0
100,QUAD,14,19766,123,18566.0
101,QUAD,19368,79,111,19626.0
102,QUAD,98,19620,131,108.0
103,QUAD,83,131,113,111.0
105,QUAD,19620,99,19347,13.0
106,QUAD,113,13,136,19621.0
107,QUAD,19725,19738,71,44.0
108,QUAD,19763,115,51,19766.0
109,QUAD,18318,18366,115,71.0
110,QUAD,2211,41,124,39.0
111,QUAD,126,19354,134,18898.0
113,QUAD,19766,51,49,123.0
115,QUAD,18566,19431,53,87.0
116,QUAD,49,51,45,18761.0
117,QUAD,19795,18438,123,49.0
118,QUAD,123,18438,19431,18566.0
119,QUAD,130,108,100,67.0
120,QUAD,19795,49,18761,34.0
121,QUAD,18438,19795,18613,19431.0
122,TRIA,19795,33,18613,
123,QUAD,53,19431,18613,19313.0
124,QUAD,33,19795,34,18620.0
125,TRIA,125,19315,19313,
126,QUAD,125,33,18620,19808.0
127,QUAD,19315,125,19808,85.0
128,TRIA,19289,18484,19310,
129,TRIA,19382,19431,18566,
130,TRIA,18484,19382,18566,
131,QUAD,44,71,115,19763.0
133,TRIA,18484,19382,18438,
134,QUAD,104,68,19338,66.0
135,TRIA,18438,19382,19431,
137,QUAD,19310,18484,19348,19312.0
138,TRIA,106,19321,85,
139,QUAD,19382,18484,19348,38.0
140,QUAD,18484,19289,19292,19348.0
142,QUAD,107,64,105,18831.0
143,QUAD,119,24,19338,68.0
144,QUAD,93,70,72,95.0
145,QUAD,64,104,102,116.0
146,QUAD,19625,110,18,20.0
147,QUAD,18,110,18867,16.0
148,QUAD,2209,46,77,76.0
149,QUAD,61,102,104,66.0
150,QUAD,78,19602,19632,112.0
151,QUAD,121,18841,135,19516.0
152,QUAD,19515,121,120,88.0
153,QUAD,19570,120,19560,80.0
154,QUAD,19265,90,18158,82.0
155,QUAD,67,100,10,4.0
156,QUAD,62,14,18566,87.0
157,QUAD,36,19269,31,84.0
158,QUAD,19642,19656,74,19655.0
159,QUAD,19620,13,113,131.0
160,QUAD,83,100,108,131.0
161,TRIA,18054,90,36,
162,QUAD,19463,40,10,3863.0
163,QUAD,118,50,65,105.0
164,QUAD,19625,128,19653,110.0
165,QUAD,19653,18843,18867,110.0
166,QUAD,116,118,105,64.0
38934,QUAD,19083,11,19356,18904.0
38935,QUAD,18902,18904,19356,19358.0
38940,TRIA,208,18901,2211,
38941,QUAD,19098,19112,19121,19351.0
38942,TRIA,19354,19351,19355,
38943,QUAD,19352,19109,19098,19355.0
38944,TRIA,19098,19351,19355,
38945,TRIA,19355,19354,19353,
38946,QUAD,19351,19121,132,19355.0
38947,QUAD,19355,132,19124,19352.0
