M,type,N1,N2,N3,N4
1,QUAD,167,20203,20284,149.0
2,QUAD,50,131,19115,37.0
3,QUAD,4287,7,198,5024.0
4,QUAD,72,57,20143,31.0
5,QUAD,20226,20266,19564,82.0
6,QUAD,19410,95,97,20199.0
7,QUAD,10,20185,20285,19108.0
8,QUAD,61,20370,20256,20258.0
9,QUAD,19568,20279,2406,20215.0
11,QUAD,20187,19242,114,111.0
12,QUAD,20360,41,57,72.0
13,TRIA,204,136,52,
14,QUAD,114,129,133,19456.0
15,QUAD,4,205,65,194.0
16,QUAD,140,148,182,11.0
17,QUAD,203,43,20158,164.0
18,QUAD,20222,20220,91,51.0
19,QUAD,45,20258,78,106.0
20,QUAD,118,128,20246,146.0
21,QUAD,2,79,20279,96.0
22,QUAD,20359,153,20259,20371.0
23,QUAD,70,101,20161,19826.0
24,QUAD,74,204,52,12.0
25,QUAD,17,9,8,47.0
26,QUAD,20271,20273,19512,20266.0
27,TRIA,85,19606,21,
28,TRIA,96,20279,19568,
29,QUAD,114,19456,98,111.0
30,QUAD,19013,75,20384,20336.0
31,QUAD,6,14,12,52.0
32,QUAD,45,106,14,16.0
33,QUAD,179,178,67,20061.0
34,TRIA,25,20,107,
35,QUAD,25,107,120,24.0
36,QUAD,20229,78,20258,20256.0
37,TRIA,46,121,87,
38,TRIA,86,19606,85,
39,QUAD,20230,146,147,115.0
40,QUAD,19288,19242,20187,20181.0
41,QUAD,184,135,152,183.0
42,QUAD,29,16,14,6.0
43,QUAD,20363,22,16,29.0
44,QUAD,19456,20285,95,19410.0
45,QUAD,158,71,20246,128.0
46,QUAD,19013,20329,19793,20336.0
47,QUAD,59,188,189,15.0
48,TRIA,20329,35,19793,
49,QUAD,161,22,150,20373.0
50,QUAD,60,113,20,25.0
51,QUAD,122,38,9,17.0
52,TRIA,18,20344,20230,
53,QUAD,19617,49,141,20265.0
54,QUAD,51,85,21,89.0
55,TRIA,116,19512,20273,
56,QUAD,175,107,20,20313.0
57,QUAD,20200,20201,97,95.0
58,QUAD,113,20325,20302,20.0
59,QUAD,63,20373,180,20146.0
60,QUAD,63,20360,28,168.0
61,QUAD,72,30,28,20360.0
62,TRIA,19108,20174,10,
63,QUAD,31,34,30,72.0
64,QUAD,20145,155,134,33.0
65,QUAD,104,36,34,31.0
66,TRIA,144,20197,20227,
67,QUAD,108,44,36,104.0
68,QUAD,12,35,20329,74.0
69,QUAD,20253,62,54,20271.0
70,QUAD,109,19242,20288,19336.0
71,QUAD,20385,84,147,20257.0
72,QUAD,39,84,20385,20388.0
73,QUAD,13,200,201,20390.0
74,QUAD,13,20390,62,20253.0
75,QUAD,127,152,50,145.0
76,QUAD,19713,19624,154,19726.0
77,QUAD,64,143,20175,66.0
