N,X,Y,Z
73038007,892.3087,-748.489,636.1227
73038008,863.7055,-748.4,633.8666
73038009,888.4804,-748.621,635.0373
73038010,854.2729,-746.456,644.2965
73038011,869.5758,-748.725,631.4145
73038012,865.5003,-748.003,639.2363
73038013,844.2831,-742.262,656.2415
73038014,872.1779,-748.499,636.6562
73038015,849.2967,-745.342,647.2781
73038016,873.8397,-748.763,632.5025
73038017,847.1967,-743.9,652.0974
73038018,870.1106,-748.012,641.0287
73038019,877.0594,-748.518,637.7646
73038020,853.7499,-745.562,648.5125
73038021,880.2567,-748.829,629.0243
73038022,867.5221,-747.289,645.3364
73038023,857.4175,-744.689,653.7677
73038024,878.7086,-748.77,633.3753
73038025,862.4141,-746.025,650.1531
73038026,885.5005,-748.747,630.2034
73038027,872.0647,-747.278,646.9047
73038028,875.3133,-747.982,642.8533
73038029,882.0149,-748.549,637.9305
73038030,861.7604,-744.899,654.6643
73038031,871.1732,-746.374,651.5127
73038032,876.19,-747.317,647.7654
73038033,880.8703,-748.085,643.0655
73038034,861.1452,-743.54,659.2668
73038035,870.4144,-745.244,656.201
73038036,880.4308,-747.412,648.0308
73038037,875.455,-746.459,652.2588
73038038,869.7042,-743.894,660.8837
73038039,874.717,-745.358,656.9213
73038040,879.7491,-746.536,652.8228
73038041,873.9989,-744.031,661.5985
73038042,879.0181,-745.442,657.5738
73038043,900.2486,-747.993,640.8082
73038044,878.2938,-744.131,662.2768
73038045,898.5779,-747.65,645.9399
73038046,897.5125,-747.078,650.7569
73038047,904.9666,-747.583,643.6921
73038049,903.1216,-747.317,647.5999
73038051,896.6479,-746.287,655.5151
73038052,902.1661,-746.8,651.9015
73038053,907.97,-747.079,647.6938
73038054,895.8841,-745.279,660.2467
73038055,901.3168,-746.056,656.4313
73038056,906.6987,-746.513,652.7646
73038057,912.0008,-746.599,649.9978
73038058,895.1595,-744.054,664.9412
73038059,900.6265,-745.081,661.0699
73038060,905.8259,-745.801,657.1939
73038061,899.9781,-743.883,665.7307
73038062,909.9974,-745.546,657.7417
73038063,905.325,-744.842,661.8146
73038064,910.0022,-744.569,662.4467
73038065,904.8382,-743.654,666.4976
73038066,918.4644,-745.056,657.8741
73038067,914.8308,-744.268,662.8999
73038068,909.8384,-743.352,667.2807
73038069,920.5579,-743.821,663.4553
73038070,924.8423,-741.929,669.9529
73038071,897.7541,-748.286,636.0617
73038072,863.2393,-748.632,628.6382
73038073,867.7362,-748.46,635.2979
73038074,858.1875,-745.829,649.3191
73038075,856.756,-747.947,634.7908
73038076,864.7332,-742.109,664.8486
73038077,865.413,-743.725,660.1208
73038078,866.0897,-745.096,655.4287
73038079,866.7943,-746.26,650.6567
73038080,887.0717,-748.594,625.6271
73038081,865.8876,-748.668,630.2702
73038082,881.8226,-748.681,624.1057
73038083,840.7475,-742.163,654.8019
73038084,930.4996,-741.458,670.0851
73038085,883.6946,-748.723,634.1957
73038086,848.3256,-742.605,657.0513
73038087,852.8061,-744.398,652.8846
73038088,860.4673,-741.852,664.1467
73038089,862.9212,-746.886,645.9439
73038090,860.2895,-748.394,631.4471
73038093,896.1638,-756.894,633.8358
73038136,895.8369,-753.924,633.5457
73038139,891.7298,-754.586,632.6734
73038147,892.1009,-757.552,632.9379
73038208,896.6228,-754.877,630.7667
73038209,892.4484,-755.48,629.8685
73038210,876.2787,-755.053,626.1633
73038211,872.1268,-755.797,625.2751
73038212,871.4007,-754.674,627.9817
73038213,875.5089,-754.071,628.8935
73038214,857.4649,-748.425,658.6394
73038215,853.3598,-748.991,657.7264
73038216,852.8314,-749.645,660.6227
73038217,856.919,-749.251,661.4994
73038218,919.9538,-747.675,669.9506
73038219,915.8534,-748.25,669.0401
73038220,915.36,-749.141,671.9273
73038221,919.3858,-748.327,672.8273
73038222,856.9468,-743.401,658.1415
73038223,914.5165,-749.742,654.7991
73038224,860.6603,-755.03,642.7272
73038225,914.9324,-753.596,655.1255
73038226,863.4699,-750.819,642.5614
73038227,860.1882,-751.16,642.3285
73038228,859.8566,-753.508,645.3664
73038229,861.2132,-754.217,639.697
73038230,922.2705,-745.102,655.7899
73038231,856.8257,-750.405,642.0397
73038232,919.4594,-742.449,669.2285
73038233,860.8341,-751.109,639.3754
73038234,914.1629,-745.895,654.3715
73038235,859.447,-750.429,645.2025
73038236,866.87,-748.729,625.496
73038237,891.0916,-748.592,632.2717
73038238,895.2352,-748.43,633.2046
73038239,876.7049,-748.707,622.6205
73038240,928.5476,-740.289,674.6369
73038241,870.8307,-748.822,627.5822
73038242,874.9884,-748.85,628.5271
73038243,915.1732,-749.652,651.8112
73038244,917.3555,-746.298,649.331
73038245,896.9453,-748.274,628.8643
73038246,914.5491,-741.632,672.6333
73038247,847.4156,-740.793,661.9614
73038248,894.4061,-755.559,639.7964
73038249,894.2407,-748.294,639.3432
73038250,904.3916,-747.917,636.6563
73038251,892.5499,-748.437,627.214
73038252,913.7881,-749.016,657.6418
73038253,915.4692,-752.69,652.2106
73038254,881.9152,-742.681,667.6183
73038255,914.8821,-746.255,651.3658
73038256,869.0143,-742.321,665.5475
73038257,915.2949,-742.9,668.2853
73038258,857.8031,-751.505,658.9494
73038259,872.3489,-748.701,621.7061
73038260,875.8479,-757.171,629.149
73038261,889.5867,-742.691,668.827
73038262,877.5984,-742.608,666.9314
73038263,871.7798,-757.756,628.2454
73038264,922.8639,-747.859,661.1284
73038265,920.2836,-750.829,670.3052
73038266,899.2923,-742.48,670.3327
73038267,920.134,-745.714,652.5502
73038268,916.2208,-751.43,669.4126
73038269,888.0944,-755.629,638.3408
73038270,886.5167,-748.548,637.5715
73038271,845.5169,-745.328,645.2648
73038272,890.3493,-744.169,664.1256
73038273,917.7172,-752.013,655.2123
73038274,917.6496,-745.622,654.6645
73038275,912.082,-752.601,654.8323
73038276,837.765,-742.431,652.3476
73038277,851.8764,-741.201,662.7156
73038278,910.8829,-746.114,654.1383
73038279,918.7542,-741.286,673.2492
73038280,923.8179,-740.803,673.9757
73038281,853.7384,-752.077,658.0462
73038282,857.1399,-753.621,642.3178
73038283,891.1064,-745.422,659.3986
73038284,852.6504,-743.174,657.1244
73038285,863.661,-753.903,642.8388
73038286,891.8783,-746.466,654.5758
73038287,873.3023,-742.487,666.2418
73038288,853.1559,-747.308,638.173
73038289,848.9924,-746.335,642.0526
73038290,892.6558,-747.3,649.6295
73038291,889.5608,-748.036,643.8218
73038292,893.4427,-747.913,644.5526
73038293,914.1122,-752.006,657.8875
73038294,913.4406,-745.452,657.365
73038295,926.1527,-750.212,666.562
73038296,923.4137,-751.4,661.8216
73038297,923.9846,-744.406,659.4293
73038298,927.1782,-742.912,665.2924
73038299,907.9691,-747.589,640.328
73038300,859.9451,-747.323,641.8872
73038301,885.6644,-748.113,643.1792
73038302,884.8634,-747.448,648.3962
73038303,834.7242,-740.941,655.3788
73038304,860.6913,-747.784,638.7912
73038305,884.0903,-746.569,653.3778
73038306,856.3704,-747.1,641.5391
73038307,882.5808,-744.19,662.9297
73038308,837.275,-739.841,659.7803
73038309,859.22,-746.804,644.7869
73038310,888.7633,-747.398,648.9804
73038311,863.4172,-747.507,642.236
73038312,832.9142,-739.481,658.4698
73038313,925.9802,-746.497,666.5225
73038314,917.4737,-748.834,655.0172
73038315,911.5226,-749.089,654.5758
73038316,886.4858,-744.229,663.4304
73038317,914.4102,-746.74,646.8926
73038318,841.0765,-743.78,649.3354
73038319,887.5803,-752.018,638.0156
73038320,890.379,-748.439,638.4584
73038321,856.223,-741.553,663.4428
73038322,883.3258,-745.481,658.2112
73038323,887.2216,-745.478,658.7789
73038324,887.9848,-746.541,653.9545
73038325,886.0103,-743.204,666.686
73038326,904.2192,-742.276,671.085
73038327,842.7247,-740.314,661.1581
73038328,890.7256,-752.189,638.7528
73038329,894.0835,-752.039,639.5207
73038330,900.8202,-748.141,632.7419
73038331,891.1028,-756.153,639.0664
73038332,911.3539,-747.187,643.7551
73038333,894.4304,-742.617,669.5823
73038334,909.2829,-741.997,671.8492
73038335,932.1222,-739.858,675.1236
