M,type,N1,N2,N3
1070,TRIA,661,658,660
1071,TRIA,661,659,658
1072,TRIA,386,381,662
1073,TRIA,663,386,662
1074,TRIA,664,663,662
1075,TRIA,664,665,663
1076,TRIA,666,667,664
1077,TRIA,666,664,662
1078,TRIA,381,666,662
1079,TRIA,381,388,666
1080,TRIA,668,666,388
1081,TRIA,668,388,389
1082,TRIA,666,668,669
1083,TRIA,666,669,667
1084,TRIA,387,648,668
1085,TRIA,389,387,668
1086,TRIA,648,669,668
1087,TRIA,669,648,647
1088,TRIA,651,670,671
1089,TRIA,651,671,649
1090,TRIA,649,671,392
1091,TRIA,649,392,391
1092,TRIA,393,394,672
1093,TRIA,393,672,401
1094,TRIA,671,672,394
1095,TRIA,392,671,394
1096,TRIA,672,671,670
1097,TRIA,646,645,673
1098,TRIA,646,673,674
1099,TRIA,645,403,404
1100,TRIA,645,404,673
1101,TRIA,675,404,402
1102,TRIA,675,673,404
1103,TRIA,676,673,675
1104,TRIA,676,674,673
1105,TRIA,677,678,676
1106,TRIA,675,677,676
1107,TRIA,677,675,402
1108,TRIA,677,402,397
1109,TRIA,677,679,680
1110,TRIA,677,680,678
1111,TRIA,679,677,397
1112,TRIA,679,397,396
1113,TRIA,396,395,681
1114,TRIA,396,681,682
1115,TRIA,682,681,683
1116,TRIA,682,683,684
1117,TRIA,683,681,685
1118,TRIA,683,685,686
1119,TRIA,681,395,398
1120,TRIA,681,398,685
1121,TRIA,687,688,685
1122,TRIA,688,686,685
1123,TRIA,398,687,685
1124,TRIA,687,398,400
1125,TRIA,399,688,687
1126,TRIA,688,689,690
1127,TRIA,687,400,399
1128,TRIA,399,689,688
1129,TRIA,672,689,399
1130,TRIA,401,672,399
1131,TRIA,689,670,690
1132,TRIA,672,670,689
1133,TRIA,691,692,406
1134,TRIA,406,692,693
1135,TRIA,406,693,694
1136,TRIA,691,406,695
1137,TRIA,405,695,406
1138,TRIA,694,407,406
1139,TRIA,408,695,405
1140,TRIA,693,696,408
1141,TRIA,408,696,691
1142,TRIA,408,691,695
1143,TRIA,693,408,694
1144,TRIA,694,408,407
1145,TRIA,410,697,698
1146,TRIA,410,698,699
1147,TRIA,410,409,697
1148,TRIA,700,411,410
1149,TRIA,410,699,701
1150,TRIA,410,701,700
1151,TRIA,412,700,701
1152,TRIA,412,701,702
1153,TRIA,412,411,700
1154,TRIA,697,409,412
1155,TRIA,412,702,698
1156,TRIA,412,698,697
1157,TRIA,703,414,413
1158,TRIA,704,705,414
1159,TRIA,414,705,706
1160,TRIA,414,706,707
1161,TRIA,704,414,703
1162,TRIA,415,414,707
1163,TRIA,416,708,704
1164,TRIA,703,413,416
1165,TRIA,416,707,706
1166,TRIA,415,707,416
1167,TRIA,416,704,703
1168,TRIA,416,706,708
1169,TRIA,418,709,710
1170,TRIA,418,710,711
1171,TRIA,418,417,709
1172,TRIA,712,419,418
1173,TRIA,418,711,713
1174,TRIA,418,713,712
1175,TRIA,420,712,713
1176,TRIA,420,713,714
1177,TRIA,420,419,712
1178,TRIA,709,417,420
1179,TRIA,420,714,710
1180,TRIA,420,710,709
1181,TRIA,432,431,421
1182,TRIA,432,421,425
1183,TRIA,430,427,421
1184,TRIA,430,421,431
1185,TRIA,429,423,427
1186,TRIA,429,427,430
1187,TRIA,423,429,428
1188,TRIA,423,428,424
1189,TRIA,434,422,433
1190,TRIA,426,434,432
1191,TRIA,426,432,425
1192,TRIA,426,422,434
1193,TRIA,447,440,441
1194,TRIA,447,441,449
1195,TRIA,449,441,435
1196,TRIA,449,435,436
1197,TRIA,446,448,438
1198,TRIA,446,438,442
1199,TRIA,448,443,438
1200,TRIA,443,439,438
1201,TRIA,437,440,445
1202,TRIA,440,447,445
1203,TRIA,442,437,446
1204,TRIA,437,445,446
1205,TRIA,176,468,253
1206,TRIA,467,176,253
1207,TRIA,715,467,253
1208,TRIA,715,497,716
1209,TRIA,497,715,253
1210,TRIA,467,715,716
1211,TRIA,717,462,718
1212,TRIA,717,718,719
1213,TRIA,720,454,721
1214,TRIA,720,721,722
1215,TRIA,450,479,451
1216,TRIA,479,473,451
1217,TRIA,473,470,451
1218,TRIA,471,470,473
1219,TRIA,471,473,472
1220,TRIA,721,454,456
1221,TRIA,457,721,456
1222,TRIA,720,722,723
1223,TRIA,720,455,454
1224,TRIA,720,724,453
1225,TRIA,724,452,453
1226,TRIA,455,720,453
1227,TRIA,723,722,725
1228,TRIA,723,726,724
1229,TRIA,727,726,723
1230,TRIA,723,724,720
1231,TRIA,724,479,450
1232,TRIA,452,724,450
1233,TRIA,728,729,730
1234,TRIA,728,730,484
1235,TRIA,729,728,731
1236,TRIA,729,732,733
1237,TRIA,734,732,729
1238,TRIA,719,735,495
1239,TRIA,736,719,495
1240,TRIA,494,736,495
1241,TRIA,735,498,495
1242,TRIA,735,496,498
1243,TRIA,737,485,486
1244,TRIA,483,737,486
1245,TRIA,738,488,489
1246,TRIA,490,738,489
1247,TRIA,739,491,493
1248,TRIA,740,739,493
1249,TRIA,487,740,493
1250,TRIA,488,741,487
1251,TRIA,741,740,487
1252,TRIA,738,741,488
1253,TRIA,737,738,490
1254,TRIA,485,737,490
1255,TRIA,738,737,733
1256,TRIA,742,483,482
1257,TRIA,481,742,482
1258,TRIA,481,480,742
1259,TRIA,480,730,742
1260,TRIA,737,483,742
1261,TRIA,730,737,742
1262,TRIA,739,743,491
1263,TRIA,743,492,491
1264,TRIA,738,733,741
1265,TRIA,741,733,732
1266,TRIA,744,740,741
1267,TRIA,744,739,740
1268,TRIA,730,733,737
1269,TRIA,492,743,736
1270,TRIA,739,744,745
1271,TRIA,746,743,739
1272,TRIA,484,730,480
1273,TRIA,741,732,744
1274,TRIA,729,733,730
1275,TRIA,739,745,746
1276,TRIA,744,732,747
1277,TRIA,492,736,494
1278,TRIA,746,736,743
1279,TRIA,719,464,735
1280,TRIA,464,465,735
1281,TRIA,466,496,735
1282,TRIA,465,466,735
1283,TRIA,736,746,748
1284,TRIA,475,728,474
1285,TRIA,728,484,474
1286,TRIA,729,731,734
1287,TRIA,475,731,728
1288,TRIA,744,747,745
1289,TRIA,745,747,725
1290,TRIA,749,746,745
1291,TRIA,734,747,732
1292,TRIA,749,748,746
1293,TRIA,736,748,719
1294,TRIA,717,719,748
1295,TRIA,718,464,719
1296,TRIA,734,731,750
1297,TRIA,727,747,734
1298,TRIA,475,476,731
1299,TRIA,476,750,731
1300,TRIA,734,750,727
1301,TRIA,745,725,749
1302,TRIA,749,725,722
1303,TRIA,751,748,749
1304,TRIA,751,717,748
1305,TRIA,727,725,747
1306,TRIA,466,497,496
1307,TRIA,749,722,751
1308,TRIA,723,725,727
1309,TRIA,726,477,478
1310,TRIA,479,726,478
1311,TRIA,726,750,477
1312,TRIA,750,476,477
1313,TRIA,724,726,479
1314,TRIA,727,750,726
1315,TRIA,457,751,722
1316,TRIA,721,457,722
1317,TRIA,457,458,751
1318,TRIA,459,717,751
1319,TRIA,458,459,751
1320,TRIA,461,462,717
1321,TRIA,460,461,717
1322,TRIA,459,460,717
1323,TRIA,752,467,716
1324,TRIA,718,463,464
1325,TRIA,463,718,462
1326,TRIA,752,497,466
1327,TRIA,497,752,716
1328,TRIA,467,752,466
1329,TRIA,753,587,754
1330,TRIA,755,753,754
1331,TRIA,514,503,587
1332,TRIA,753,514,587
1333,TRIA,756,755,757
1334,TRIA,756,757,758
1335,TRIA,756,759,755
1336,TRIA,759,753,755
1337,TRIA,760,756,758
1338,TRIA,760,758,761
1339,TRIA,503,514,504
1340,TRIA,760,761,522
1341,TRIA,761,545,522
1342,TRIA,518,522,545
1343,TRIA,518,545,532
1344,TRIA,560,551,552
1345,TRIA,572,560,552
1346,TRIA,762,572,552
1347,TRIA,757,763,758
1348,TRIA,763,757,762
1349,TRIA,757,764,762
1350,TRIA,764,572,762
1351,TRIA,500,501,586
1352,TRIA,267,509,765
1353,TRIA,267,765,508
1354,TRIA,509,511,766
1355,TRIA,509,766,765
1356,TRIA,530,507,508
1357,TRIA,767,530,766
1358,TRIA,530,508,765
1359,TRIA,530,765,766
1360,TRIA,767,528,530
1361,TRIA,768,528,767
1362,TRIA,511,512,525
1363,TRIA,511,525,524
1364,TRIA,510,769,512
1365,TRIA,513,514,753
1366,TRIA,510,513,753
1367,TRIA,769,510,753
1368,TRIA,759,769,753
1369,TRIA,510,266,513
1370,TRIA,760,526,770
1371,TRIA,756,760,770
1372,TRIA,526,525,770
1373,TRIA,526,520,521
1374,TRIA,520,760,522
1375,TRIA,520,526,760
1376,TRIA,524,768,767
1377,TRIA,524,523,768
1378,TRIA,523,528,768
1379,TRIA,528,523,527
1380,TRIA,537,541,771
1381,TRIA,772,771,541
1382,TRIA,772,541,543
1383,TRIA,537,771,538
1384,TRIA,548,536,538
1385,TRIA,773,548,772
1386,TRIA,548,538,771
1387,TRIA,548,771,772
1388,TRIA,773,558,548
1389,TRIA,774,558,773
1390,TRIA,543,544,555
1391,TRIA,544,556,555
1392,TRIA,542,761,775
1393,TRIA,544,542,775
1394,TRIA,761,758,775
1395,TRIA,761,546,545
1396,TRIA,546,542,540
1397,TRIA,546,761,542
1398,TRIA,776,557,556
1399,TRIA,553,285,557
1400,TRIA,762,553,557
1401,TRIA,776,762,557
1402,TRIA,762,552,553
1403,TRIA,762,776,763
1404,TRIA,774,773,555
1405,TRIA,554,774,555
1406,TRIA,554,558,774
1407,TRIA,554,286,558
1408,TRIA,563,562,777
1409,TRIA,563,777,778
1410,TRIA,570,779,780
1411,TRIA,780,567,568
1412,TRIA,567,295,568
1413,TRIA,570,780,568
1414,TRIA,297,572,764
1415,TRIA,297,764,571
1416,TRIA,571,764,757
1417,TRIA,571,757,569
1418,TRIA,590,570,591
1419,TRIA,570,569,591
1420,TRIA,573,778,777
1421,TRIA,577,574,573
1422,TRIA,573,777,577
1423,TRIA,577,576,574
1424,TRIA,573,305,575
1425,TRIA,573,575,778
1426,TRIA,575,563,778
1427,TRIA,311,577,578
1428,TRIA,577,777,578
1429,TRIA,777,562,578
1430,TRIA,584,583,781
1431,TRIA,584,781,782
1432,TRIA,585,586,501
1433,TRIA,585,501,340
1434,TRIA,754,589,591
1435,TRIA,587,589,754
1436,TRIA,754,591,755
1437,TRIA,587,318,589
1438,TRIA,783,320,592
1439,TRIA,588,320,783
1440,TRIA,784,588,783
1441,TRIA,784,590,588
1442,TRIA,593,594,597
1443,TRIA,593,597,596
1444,TRIA,594,782,781
1445,TRIA,594,781,597
1446,TRIA,594,331,595
1447,TRIA,594,595,782
1448,TRIA,595,584,782
1449,TRIA,336,597,598
1450,TRIA,597,781,598
1451,TRIA,781,583,598
1452,TRIA,785,786,627
1453,TRIA,786,601,627
1454,TRIA,787,601,786
1455,TRIA,601,787,788
1456,TRIA,602,601,788
1457,TRIA,789,602,788
1458,TRIA,789,790,624
1459,TRIA,602,789,624
1460,TRIA,625,605,608
1461,TRIA,625,608,644
1462,TRIA,644,608,610
1463,TRIA,644,610,642
1464,TRIA,638,610,612
1465,TRIA,638,642,610
1466,TRIA,616,618,614
1467,TRIA,618,613,614
1468,TRIA,355,616,614
1469,TRIA,638,612,613
1470,TRIA,638,613,639
1471,TRIA,636,618,617
1472,TRIA,636,617,634
1473,TRIA,634,617,620
1474,TRIA,634,620,632
1475,TRIA,632,791,792
1476,TRIA,630,632,792
1477,TRIA,793,630,792
1478,TRIA,632,794,791
1479,TRIA,632,795,794
1480,TRIA,620,796,797
1481,TRIA,795,620,797
1482,TRIA,622,798,796
1483,TRIA,620,622,796
1484,TRIA,795,632,620
1485,TRIA,799,624,790
1486,TRIA,624,799,798
1487,TRIA,624,798,622
1488,TRIA,627,800,785
1489,TRIA,793,800,630
1490,TRIA,800,627,630
1491,TRIA,640,639,635
1492,TRIA,639,636,635
1493,TRIA,369,640,635
1494,TRIA,674,669,647
1495,TRIA,674,647,646
1496,TRIA,801,802,652
1497,TRIA,802,651,652
1498,TRIA,803,651,802
1499,TRIA,651,803,804
1500,TRIA,670,651,804
1501,TRIA,805,670,804
1502,TRIA,805,806,690
1503,TRIA,670,805,690
1504,TRIA,807,808,655
1505,TRIA,808,652,655
1506,TRIA,808,801,652
1507,TRIA,657,809,810
1508,TRIA,655,657,810
1509,TRIA,807,655,810
1510,TRIA,657,811,809
1511,TRIA,657,812,811
1512,TRIA,686,813,814
1513,TRIA,812,686,814
1514,TRIA,688,815,813
1515,TRIA,686,688,813
1516,TRIA,812,657,686
1517,TRIA,686,657,659
1518,TRIA,686,659,683
1519,TRIA,683,659,661
1520,TRIA,683,661,684
1521,TRIA,660,663,665
1522,TRIA,661,660,665
1523,TRIA,663,660,386
1524,TRIA,680,665,664
1525,TRIA,680,664,678
1526,TRIA,676,664,667
1527,TRIA,676,678,664
1528,TRIA,676,667,669
1529,TRIA,676,669,674
1530,TRIA,682,684,679
1531,TRIA,684,680,679
1532,TRIA,396,682,679
1533,TRIA,816,690,806
1534,TRIA,690,816,815
1535,TRIA,690,815,688
1536,TRIA,691,817,818
1537,TRIA,692,818,693
1538,TRIA,693,819,696
1539,TRIA,696,820,691
1540,TRIA,696,819,820
1541,TRIA,691,820,817
1542,TRIA,691,818,692
1543,TRIA,693,818,819
1544,TRIA,698,821,822
1545,TRIA,699,822,701
1546,TRIA,701,823,702
1547,TRIA,702,824,698
1548,TRIA,698,824,821
1549,TRIA,698,822,699
1550,TRIA,702,823,824
1551,TRIA,701,822,823
1552,TRIA,706,825,826
1553,TRIA,708,826,704
1554,TRIA,704,827,705
1555,TRIA,705,828,706
1556,TRIA,705,827,828
1557,TRIA,704,826,827
1558,TRIA,706,828,825
1559,TRIA,706,826,708
1560,TRIA,710,829,711
1561,TRIA,711,830,713
1562,TRIA,713,831,714
1563,TRIA,714,832,829
1564,TRIA,714,831,832
1565,TRIA,714,829,710
1566,TRIA,711,829,830
1567,TRIA,713,830,831
1568,TRIA,770,759,756
1569,TRIA,525,512,769
1570,TRIA,770,525,769
1571,TRIA,759,770,769
1572,TRIA,544,775,776
1573,TRIA,544,776,556
1574,TRIA,775,758,763
1575,TRIA,775,763,776
1576,TRIA,755,591,757
1577,TRIA,591,569,757
1578,TRIA,766,511,524
1579,TRIA,766,524,767
1580,TRIA,772,555,773
1581,TRIA,772,543,555
1582,TRIA,779,570,784
1583,TRIA,570,590,784
1584,TRIA,789,833,790
1585,TRIA,833,789,834
1586,TRIA,789,788,834
1587,TRIA,834,788,835
1588,TRIA,788,787,835
1589,TRIA,836,835,786
1590,TRIA,835,787,786
1591,TRIA,785,836,786
1592,TRIA,639,613,618
1593,TRIA,639,618,636
1594,TRIA,796,798,837
1595,TRIA,796,837,838
1596,TRIA,796,838,797
1597,TRIA,838,839,797
1598,TRIA,839,795,797
1599,TRIA,840,794,839
1600,TRIA,794,795,839
1601,TRIA,840,791,794
1602,TRIA,841,791,840
1603,TRIA,841,792,791
1604,TRIA,793,792,841
1605,TRIA,793,841,842
1606,TRIA,843,799,790
1607,TRIA,843,790,833
1608,TRIA,837,798,799
1609,TRIA,837,799,843
1610,TRIA,800,793,842
1611,TRIA,800,842,844
1612,TRIA,836,785,800
1613,TRIA,836,800,844
1614,TRIA,805,845,806
1615,TRIA,845,805,846
1616,TRIA,805,804,846
1617,TRIA,846,804,847
1618,TRIA,804,803,847
1619,TRIA,848,847,802
1620,TRIA,847,803,802
1621,TRIA,801,848,802
1622,TRIA,808,807,849
1623,TRIA,808,849,850
1624,TRIA,848,801,808
1625,TRIA,848,808,850
1626,TRIA,813,815,851
1627,TRIA,813,851,852
1628,TRIA,813,852,814
1629,TRIA,852,853,814
1630,TRIA,853,812,814
1631,TRIA,854,811,853
1632,TRIA,811,812,853
1633,TRIA,854,809,811
1634,TRIA,855,809,854
1635,TRIA,855,810,809
1636,TRIA,849,807,855
1637,TRIA,807,810,855
1638,TRIA,684,661,665
1639,TRIA,684,665,680
1640,TRIA,856,816,806
1641,TRIA,856,806,845
1642,TRIA,851,815,816
1643,TRIA,851,816,856
1644,TRIA,857,858,819
1645,TRIA,858,817,820
1646,TRIA,858,820,819
1647,TRIA,858,859,817
1648,TRIA,859,818,817
1649,TRIA,860,857,818
1650,TRIA,859,860,818
1651,TRIA,857,819,818
1652,TRIA,861,862,823
1653,TRIA,862,863,824
1654,TRIA,862,824,823
1655,TRIA,863,821,824
1656,TRIA,863,822,821
1657,TRIA,864,823,822
1658,TRIA,863,864,822
1659,TRIA,864,861,823
1660,TRIA,865,828,827
1661,TRIA,866,867,828
1662,TRIA,865,866,828
1663,TRIA,867,825,828
1664,TRIA,867,868,825
1665,TRIA,868,827,826
1666,TRIA,868,826,825
1667,TRIA,868,865,827
1668,TRIA,869,870,831
1669,TRIA,870,832,831
1670,TRIA,832,870,871
1671,TRIA,829,832,871
1672,TRIA,872,831,830
1673,TRIA,871,830,829
1674,TRIA,872,830,871
1675,TRIA,872,869,831
1676,TRIA,843,873,874
1677,TRIA,843,833,873
1678,TRIA,873,833,834
1679,TRIA,834,835,875
1680,TRIA,834,875,873
1681,TRIA,876,875,835
1682,TRIA,876,836,844
1683,TRIA,876,835,836
1684,TRIA,838,837,874
1685,TRIA,837,843,874
1686,TRIA,838,877,839
1687,TRIA,838,874,877
1688,TRIA,840,839,878
1689,TRIA,839,877,878
1690,TRIA,840,878,841
1691,TRIA,841,878,876
1692,TRIA,841,876,842
1693,TRIA,876,844,842
1694,TRIA,856,879,880
1695,TRIA,856,845,879
1696,TRIA,879,845,846
1697,TRIA,846,847,881
1698,TRIA,846,881,879
1699,TRIA,882,881,847
1700,TRIA,882,848,850
1701,TRIA,882,847,848
1702,TRIA,855,882,849
1703,TRIA,882,850,849
1704,TRIA,852,851,880
1705,TRIA,851,856,880
1706,TRIA,852,883,853
1707,TRIA,852,880,883
1708,TRIA,854,853,884
1709,TRIA,853,883,884
1710,TRIA,854,884,855
1711,TRIA,855,884,882
1712,TRIA,857,860,859
1713,TRIA,857,859,858
1714,TRIA,861,864,863
1715,TRIA,861,863,862
1716,TRIA,867,866,865
1717,TRIA,867,865,868
1718,TRIA,871,870,872
1719,TRIA,870,869,872
1720,TRIA,874,873,877
1721,TRIA,877,875,878
1722,TRIA,877,873,875
1723,TRIA,875,876,878
1724,TRIA,880,879,883
1725,TRIA,883,881,884
1726,TRIA,883,879,881
1727,TRIA,881,882,884
1728,TRIA,277,6,5
1729,TRIA,276,277,5
1730,TRIA,533,885,276
1731,TRIA,885,277,276
1732,TRIA,535,885,533
1733,TRIA,540,537,539
1734,TRIA,535,540,539
1735,TRIA,885,535,539
1736,TRIA,885,539,536
1737,TRIA,885,536,886
1738,TRIA,886,278,277
1739,TRIA,885,886,277
1740,TRIA,886,279,278
1741,TRIA,886,547,279
1742,TRIA,536,547,886
1743,TRIA,536,548,547
1744,TRIA,271,887,516
1745,TRIA,887,519,516
1746,TRIA,521,529,527
1747,TRIA,102,111,270
1748,TRIA,271,102,270
1749,TRIA,887,271,270
1750,TRIA,529,521,519
1751,TRIA,887,529,519
1752,TRIA,888,530,529
1753,TRIA,888,529,887
1754,TRIA,887,270,269
1755,TRIA,887,269,888
1756,TRIA,506,269,268
1757,TRIA,506,888,269
1758,TRIA,507,888,506
1759,TRIA,507,530,888
1760,TRIA,889,890,891
1761,TRIA,892,889,891
1762,TRIA,893,892,891
1763,TRIA,894,889,895
1764,TRIA,889,892,895
1765,TRIA,896,894,895
1766,TRIA,894,896,897
1767,TRIA,893,896,895
1768,TRIA,892,893,895
1769,TRIA,898,896,893
1770,TRIA,899,890,894
1771,TRIA,897,899,894
1772,TRIA,890,889,894
1773,TRIA,899,897,900
1774,TRIA,565,890,315
1775,TRIA,315,890,899
1776,TRIA,891,890,565
1777,TRIA,565,566,891
1778,TRIA,780,779,893
1779,TRIA,779,784,898
1780,TRIA,784,901,898
1781,TRIA,893,779,898
1782,TRIA,780,893,567
1783,TRIA,784,902,901
1784,TRIA,783,902,784
1785,TRIA,592,902,783
1786,TRIA,903,902,592
1787,TRIA,580,903,592
1788,TRIA,567,893,891
1789,TRIA,566,567,891
1790,TRIA,19,904,316
1791,TRIA,21,905,19
1792,TRIA,905,904,19
1793,TRIA,900,905,21
1794,TRIA,23,900,21
1795,TRIA,23,899,900
1796,TRIA,23,315,899
1797,TRIA,906,902,903
1798,TRIA,907,906,903
1799,TRIA,908,907,903
1800,TRIA,909,897,896
1801,TRIA,909,896,910
1802,TRIA,909,905,900
1803,TRIA,909,900,897
1804,TRIA,901,910,896
1805,TRIA,901,896,898
1806,TRIA,911,909,910
1807,TRIA,911,910,912
1808,TRIA,907,911,912
1809,TRIA,907,912,906
1810,TRIA,905,909,911
1811,TRIA,905,911,904
1812,TRIA,907,908,904
1813,TRIA,907,904,911
1814,TRIA,902,910,901
1815,TRIA,912,910,902
1816,TRIA,906,912,902
1817,TRIA,579,903,580
1818,TRIA,908,903,579
1819,TRIA,908,579,316
1820,TRIA,904,908,316
